MAG_NR;MAG_ID;TAXON;MAG_TYPE;MAG_COMPL;GENE_SC;ORDER;ST_SC;COL
248;W5021_bin_12;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;agaA (K02079);M;0;#100000
248;W5021_bin_12;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;nagA (K01443);N;1;#cc0000
248;W5021_bin_12;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;agaI (K02080);O;0;#100000
248;W5021_bin_12;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;pfka (K00850);P;2;#006600
248;W5021_bin_12;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;lacC (K00917);Q;0;#100000
248;W5021_bin_12;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;fruB (K00882);R;1;#cc0000
248;W5021_bin_12;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;gatY (K08302);S;0;#100000
248;W5021_bin_12;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;gatZ (K16371);T;1;#cc0000
248;W5021_bin_12;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;lacD (K01635);U;0;#100000
248;W5021_bin_12;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;fba  (K01624);V;2;#006600
248;W5021_bin_12;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;agaR (K02081);W;0;#100000
248;W5021_bin_12;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;gntR (K03710);X;0;#100000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39; ;Y;-1;white
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;GalNAc pathway;ZA;5;#00dd00
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;GalNAc regulon;Z;5;#dd0000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;agaS (K02082);A;1;#cc0000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;agaF (K02744);B;1;#cc0000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;agaV (K02745);C;1;#cc0000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;agaW (K02746);D;1;#cc0000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;agaE (K02747);E;1;#cc0000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;omp  (K02014);F;0;#100000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;agaP (K02429);G;0;#100000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;agaK (K00884);H;0;#100000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;gnbA (K02793);I;0;#100000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;gnbB (K02794);J;0;#100000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;gnbC (K02795);K;0;#100000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;gnbD (K02796);L;0;#100000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;agaA (K02079);M;0;#100000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;nagA (K01443);N;1;#cc0000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;agaI (K02080);O;0;#100000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;pfka (K00850);P;1;#cc0000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;lacC (K00917);Q;0;#100000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;fruB (K00882);R;2;#006600
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;gatY (K08302);S;0;#100000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;gatZ (K16371);T;1;#cc0000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;lacD (K01635);U;0;#100000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;fba  (K01624);V;2;#006600
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;agaR (K02081);W;0;#100000
247;S142704B_bin_36;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;76.39;gntR (K03710);X;0;#100000
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48; ;Y;-1;white
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;GalNAc pathway;ZA;6;#00ff00
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;GalNAc regulon;Z;4;#bb0000
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;agaS (K02082);A;1;#cc0000
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;agaF (K02744);B;1;#cc0000
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;agaV (K02745);C;1;#cc0000
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;agaW (K02746);D;1;#cc0000
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;agaE (K02747);E;1;#cc0000
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;omp  (K02014);F;0;#100000
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;agaP (K02429);G;0;#100000
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;agaK (K00884);H;0;#100000
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;gnbA (K02793);I;1;#cc0000
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;gnbB (K02794);J;2;#006600
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;gnbC (K02795);K;1;#cc0000
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;gnbD (K02796);L;1;#cc0000
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;agaA (K02079);M;0;#100000
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;nagA (K01443);N;2;#006600
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;agaI (K02080);O;2;#006600
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;pfka (K00850);P;2;#006600
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;lacC (K00917);Q;0;#100000
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;fruB (K00882);R;2;#006600
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;gatY (K08302);S;0;#100000
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;gatZ (K16371);T;1;#cc0000
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;lacD (K01635);U;0;#100000
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;fba  (K01624);V;2;#006600
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;agaR (K02081);W;2;#006600
246;LW1-s151070_bin_22;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;86.48;gntR (K03710);X;1;#cc0000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05; ;Y;-1;white
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;GalNAc pathway;ZA;6;#00ff00
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;GalNAc regulon;Z;4;#bb0000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;agaS (K02082);A;1;#cc0000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;agaF (K02744);B;1;#cc0000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;agaV (K02745);C;1;#cc0000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;agaW (K02746);D;1;#cc0000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;agaE (K02747);E;1;#cc0000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;omp  (K02014);F;0;#100000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;agaP (K02429);G;0;#100000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;agaK (K00884);H;0;#100000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;gnbA (K02793);I;0;#100000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;gnbB (K02794);J;0;#100000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;gnbC (K02795);K;0;#100000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;gnbD (K02796);L;0;#100000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;agaA (K02079);M;0;#100000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;nagA (K01443);N;1;#cc0000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;agaI (K02080);O;0;#100000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;pfka (K00850);P;2;#006600
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;lacC (K00917);Q;0;#100000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;fruB (K00882);R;2;#006600
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;gatY (K08302);S;0;#100000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;gatZ (K16371);T;1;#cc0000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;lacD (K01635);U;0;#100000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;fba  (K01624);V;2;#006600
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;agaR (K02081);W;0;#100000
245;W5042_bin_7;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;99.05;gntR (K03710);X;2;#006600
244;W5021_bin_90;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;96.05; ;Y;-1;white
244;W5021_bin_90;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;96.05;GalNAc pathway;ZA;6;#00ff00
244;W5021_bin_90;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;96.05;GalNAc regulon;Z;4;#bb0000
244;W5021_bin_90;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;96.05;agaS (K02082);A;1;#cc0000
244;W5021_bin_90;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;96.05;agaF (K02744);B;1;#cc0000
244;W5021_bin_90;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;96.05;agaV (K02745);C;1;#cc0000
244;W5021_bin_90;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;96.05;agaW (K02746);D;1;#cc0000
244;W5021_bin_90;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;96.05;agaE (K02747);E;1;#cc0000
244;W5021_bin_90;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;96.05;omp  (K02014);F;0;#100000
244;W5021_bin_90;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;96.05;agaP (K02429);G;0;#100000
244;W5021_bin_90;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;96.05;agaK (K00884);H;0;#100000
244;W5021_bin_90;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;96.05;gnbA (K02793);I;2;#006600
244;W5021_bin_90;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;96.05;gnbB (K02794);J;0;#100000
244;W5021_bin_90;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;96.05;gnbC (K02795);K;2;#006600
244;W5021_bin_90;d__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__?.s__?.t__?;Erysipelotrichaceae;96.05;gnbD (K02796);L;2;#006600
