Genes ABO SURF6 GBGT1
s6533 9.49674916346618 -1.68212007978502 -1.3575185522199
s6544 0.0107486822410373 3.14771113163447 0.869236702019321
s6546 4.52690324324104 0.461912221634476 -0.317336176980679
s6552 -3.20427154875896 -0.346765048365525 -1.02166898998068
s6553 -3.12019891609209 -0.42784497731191 -0.641971089317412
s6556 -0.488445462758962 -3.75087958836552 0.92953736301932
s6558 -1.68451243475896 -2.73824938836553 -1.13953859898068
s6564 -3.85877209575896 -2.06655902836552 -0.78195983898068
s6566 -2.48926963475896 0.704279821634474 -0.86182480798068
s6568 -4.75954754675896 1.46870624163447 0.861617989019319
s6569 -0.202700247092088 -0.315198417311912 -0.247107507317411
s6570 -3.97262710175896 1.30451830163448 -1.68350318998068
s6574 -1.40277329975896 -3.44734732836553 -2.53908794498068
s6576 -1.98819329175896 -1.65148863836553 -0.91392642298068
s6582 -1.09110998975896 -1.41930214836553 2.44102632501932
s6583 -1.31512849669823 0.533109129533969 -0.396931350205238
s6584 2.66296988824104 -0.00842111836552362 2.06660564501932
s6590 7.03926661324104 1.41464361163448 0.72508525301932
s6598 -0.748252289411508 -2.33399517709178 0.953359240643504
s6600 4.96139477158849 -2.80494248709178 0.894119451643505
s6601 3.59098636430177 -0.292665260466031 1.07069324979476
s6609 -1.73004869169823 1.17758967953397 0.343176254794763
s6613 -0.884038818698228 -4.81356146046603 0.603490385794762
s6614 6.18280595158849 -3.63133362709178 -1.83855978435649
s6620 6.08973803158849 0.762361572908223 0.587662898643505
s6621 -0.991835637698227 4.24090339953397 -0.174778861205237
s6627 0.0950861233017713 0.819401699533969 1.08396955179476
s6634 -1.97586192441151 7.80966690290822 0.657021310643504
s6635 0.523708961301772 1.65863211953397 -0.204719038205238
s6638 -3.77485480141151 9.92549175290822 0.997187553643505
s6661 4.52763520905686 7.62347765701067 1.9019588468845
s6669 -1.66373181294314 2.40030353701067 -1.0267829841155
s6671 -4.40098566094314 -0.429531662989333 -1.0165428481155
s6675 3.29677525905686 0.728201577010666 1.4727834568845
s6679 -3.50622860694314 -0.507743022989334 -1.2054587321155
s6680 -5.49152576860967 -2.45501605328545 -0.412892215973167
s6682 1.91552459239033 1.57316063671455 1.33848125602683
s6686 2.91045956239033 -1.06927199328545 -0.440544689973167
s6692 -6.94698958660967 -0.674369563285454 -1.33939026297317
s6693 -3.92540629994314 1.28498173701067 -0.596228121115501
s6695 -4.73528736294314 -1.28073595298933 -0.297519822115499
s6696 12.2431122223903 1.51598681671455 0.858706154026833
s6697 -3.73183627194314 1.20651666701067 1.0352120778845
s6699 3.75149364905686 -2.44278503298933 1.3774344668845
s6701 15.5383216090569 -4.23797157298933 -1.2589491971155
s6702 6.05232761239033 0.956989426714545 2.13555497102683
s6713 5.54888426905686 2.58252702701067 0.979829549884501
s6714 1.82540625239033 1.82708668671455 -0.413775969973167
s6715 9.24546760740431 0.584222198284414 2.82005098150869
s6717 -2.88372482859568 -5.14583140171558 0.320991793508685
s6719 7.32280261740431 -1.24049155171558 1.44506447950869
s6721 -3.82592068759568 -2.70008697171558 0.194514185508685
s6722 -1.74657095525173 -0.337508915413669 -0.758423571277486
s6724 -2.02860825725173 -0.391392865413668 0.743301778722514
s6728 -1.02801342025173 1.57677471458633 -0.814386483277486
s6734 -3.74045652425173 -0.200117045413667 1.32513738672251
s6740 -1.76195646125173 2.78155389458633 -0.217652660277486
s6743 -5.95271424359569 -0.441171361715583 -0.886762836491315
s6745 -4.25789209359568 -1.50583364171558 -1.47637050049131
s6746 8.25875704874827 -0.226379895413669 -0.935883571277486
s6750 4.96913980874827 -0.404718425413667 -0.752100789277486
s6751 -3.26557303559569 -0.656708881715585 0.100999755508686
s6752 5.75819436874827 -1.98768319541367 -0.852589377277486
s6755 -2.72751086659569 -4.02424107171558 -1.54954895649131
s6756 8.94516614874827 0.113019624586333 -0.653502693277486
s6761 -3.54024450859569 -1.00380471171559 0.168665159508685
s6768 -0.918813795251734 0.623236034586335 0.725604967722514
s6774 -0.996159000251734 -1.25032451541367 0.847554396722515
s6781 -1.50298866359568 1.36947246828442 -0.767157023491315
s6783 5.72000473740432 -2.04929014171559 -1.40759563849131
s6789 1.88022366740431 1.96859607828442 0.504357620508684
s6791 -4.96919954059568 0.886847038284414 -1.28039588549131
s6793 -3.53905094659569 3.65171861828442 -1.21466642249131
s6795 -0.579618531595685 1.03653469828442 0.734033410508686
s6798 -2.02081308019739 2.27489089913988 0.323750415834261
s6801 2.14096957740431 -0.457180301715582 0.0430292065086855
s6802 3.15400921480261 -0.512269270860123 -0.975053306165737
s6808 2.42369491480261 -1.87941693086012 -0.843362576165737
s6811 -5.56407664379385 0.0784760720907377 0.295175795892014
s6814 2.93150734480261 -0.994376540860124 -1.05708783216574
s6815 3.09551489820615 -1.58281201790926 0.550921294892013
s6824 -2.46413490119739 1.73965896913988 0.792776735834262
s6827 -5.94080906379385 0.248459962090739 -0.651565506107986
s6830 -2.30179393019739 -2.29385901086012 -0.151897800165738
s6831 -5.40201310179385 1.52242451209074 -0.515847147107986
s6841 3.87673177820615 0.851566882090737 1.53611049789201
s6853 -4.96429974379385 2.34004997209074 0.475221613892014
s6854 -3.40556010768213 -1.23520808424077 -0.409127116993716
s6857 -5.73241543479385 -1.45962550790926 -0.621385115107986
s6860 3.47522745531787 1.52514605575924 0.130702753006284
s6863 -5.51327461479385 -0.239532757909262 -1.87060595710799
s6865 9.80431742820615 -0.43573533790926 0.0311434618920127
s6867 8.54904559820615 -1.41787813790926 -0.195447275107986
s6868 -3.77093140068213 -1.46895527424076 -1.03977167899372
s6869 -4.71703598679385 -1.57995959790926 -0.759860906107986
s6870 -3.91218457768213 -0.626404744240763 -0.0828738979937159
s6872 -2.27644753668213 -3.37955953424076 -2.09799153599371
s6874 -2.45801324768213 -0.424679014240763 -0.630095620993716
s6876 2.41190913531787 0.127125395759236 -0.162073069993715
s6877 -3.28742050443591 0.745727849962527 0.296073492587695
s6878 5.75775083531787 0.774984285759238 -0.968646208993715
s6885 -2.88079902743591 2.47576017996253 1.79845806258769
s6889 -2.90337228343591 2.08504584996253 2.49589637258769
s6890 -3.86635914468213 -0.840699084240762 2.40386609300628
s6891 -3.51144240243591 -0.101649210037473 1.31803768158769
s6893 -3.19946562543591 -2.23458338003747 0.641450813587694
s6894 3.93887929969353 -1.6339169381338 -0.214506466659304
s6895 -3.34429543843591 1.58413015996253 -1.56085264141231
s6898 5.67814784969353 -0.742797148133797 0.885812253340695
s6901 -3.33637671543591 0.164313619962527 -0.975327157412305
s6902 0.41770055969353 -2.7522199981338 0.233863688340695
s6904 -3.91083816030647 -1.9547627481338 -0.637156121659305
s6905 6.42321809456409 -1.31585763003747 -0.0724778244123061
s6907 5.36832053456409 0.355724679962527 -0.484918644412305
s6911 -2.29412023843591 0.131980579962526 -0.178566164412306
s6912 -6.80749769930647 0.509870251866203 -0.262478811659304
s6914 6.65355699969353 0.0553049018662039 -0.0802512146593047
s6915 -2.24806832443591 -1.55533971003747 -1.09626327641231
s6917 -0.496857030435912 -2.63171240003747 -0.838570098412305
s6918 -1.98888485330647 -0.0213248381337973 0.748010448340696
s6920 0.63103809969353 -1.8403827881338 -1.3084983986593
s6924 -2.37120222130647 -0.0928410781337947 -1.3063861426593
s6932 0.687340449693529 1.5199236118662 0.597902058340697
s6957 -4.67144479138156 -1.46783313548393 -0.689437093300558
s6960 -3.45540030130647 -0.517091918133797 0.249306109340695
s6973 1.41337210561843 -0.818573125483929 -0.610727789300558
s6975 3.26567136861844 0.561632694516071 2.00265748269944
s6977 2.56780205861843 2.07338971451607 0.655220977699442
s6979 0.542303376618435 0.994318824516071 1.78360742269944
s6981 3.49428896861844 -0.46380495548393 -0.499310844300558
s6983 -3.92307097438156 -1.85340535548393 0.289924785699443
s6985 -2.14277724538156 -0.976034785483929 -1.42651752530056
s6989 -4.17077254238156 -0.00916605548393032 0.310398922699442
s6995 1.90215811261843 3.62484806451607 0.0950580236994427
s7021 -5.3765967708663 0.338845501135429 -1.01912085012854
s7025 -5.6651250758663 -0.670486588864572 -0.0271911461285345
s7027 6.1042960511337 -1.84263750886457 -0.0357319421285347
s7029 -4.1371987838663 -0.43777498886457 0.906861823871465
s7031 8.1772083211337 -0.81942867886457 0.308563215871465
s7035 2.3108304511337 -6.05283540886457 0.393395311871464
s7037 -2.0271546158663 0.913786261135429 -0.200184165128536
s7041 5.2697412011337 0.118801321135431 -0.801040738128535
s7043 -1.9416358728663 -2.03938554886457 -1.62764668412854
s7045 0.669619621133696 -0.76524389886457 -0.768739382128535
s7047 2.5597211911337 -0.975341758864571 -1.67373707112853
s7049 2.9857467111337 5.86652073113543 1.39660420887147
s7051 0.749505991133697 3.92948515113543 1.98935071487146
s7053 -1.3031393338663 0.851954651135431 1.71266986487146
s7055 -4.1584735978663 3.07828847113543 -0.120243372128536
s7059 3.8272631011337 4.05370229113543 2.42220049487147
s7061 9.08458872550935 3.9860236572424 1.81748063420588
s7063 9.87246660550935 5.6742835072424 3.06054105420588
s7067 1.98846140550935 7.9737316472424 2.54961818420588
s7069 -7.30863283549065 3.0055137472424 0.727751785205877
s7071 -5.39098275149065 6.3118369972424 1.15440535920588
s7073 -0.627036074490649 0.0707706972423977 -0.161340572794124
s7075 10.3059054055093 -0.357180302757602 0.676143773205876
s7077 0.0664735846935288 -0.621643618133796 -0.718944438659304
s7081 2.55221277550935 -3.2963773927576 -1.31850007979412
s7083 -1.57344643449065 -3.1129097927576 0.493855416205877
s7087 -8.83253133849065 1.8601946772424 -0.588458907794123
s7089 -7.45813307949065 0.0563590372423973 -0.290604572794123
s7093 -5.79891079249065 -2.17655776275761 -1.19030215379412
s7097 1.47578916550935 -3.7016722727576 0.00841758820587694
s7099 1.35522416550935 -2.4088771127576 -1.52606007879412
s7101 0.86702314550935 1.3211077572424 -0.705225266794124
s7103 1.02898964550935 -2.2056549627576 -0.818863411794123
s7105 -0.52218763449065 -1.9950754627576 -1.56204672779412
s7107 0.814662515509351 -2.5834685127576 -0.515012798794123
s7113 -1.37277622149065 -0.330165842757602 0.00152781320587573
