LCN1 SURF6 MED22 RPL7A SURF4 ADAMTS13 REXO4
s6110 0.0376811211262187 9.79298125661072 -0.412503607234711 -46.6899171673104 -4.04249426046372 0.460443499501602 0.977599283421328
s6114 -0.0160357042432698 4.40481592891162 0.141559681742589 -40.3450704354774 2.72974194241718 0.275635820595771 0.767185635278439
s6115 -0.0218943151496694 4.86681789628003 1.48928317483905 -16.5612761959063 -1.06655384124376 -0.233252426526078 0.484667826612452
s6117 -0.0218943151496694 -1.42933897350456 -0.397065856803352 -22.9797614465243 -4.87602215323206 0.377479164217523 -1.72493639248636
s6119 -0.0218943151496694 10.5518134483812 3.44663797181625 1.01980286285074 -1.61751184458786 0.489463463220393 2.83820821963615
s6125 -0.0133097877630183 5.6895960428887 0.153518926857398 -36.3739192330367 0.276049738686657 -0.134111233230877 -1.49224339525442
s6127 -0.0133097877630183 -3.248622198966 0.515859962211298 8.32829781770835 -5.70028318630644 -0.206382482167906 -1.13252659642143
s6129 -0.0133097877630183 0.588010362954104 1.7077997363285 -15.5446456416057 8.50216293738396 0.169991855863636 0.312167216653722
s6135 -0.0133097877630183 -4.2573917708366 -0.543044525183502 19.2625725448553 0.133418082103061 -0.414377103874913 -1.6919519681976
s6136 -0.00801656776751781 0.434381287595939 1.54610291708814 -48.8741621642857 3.60787448803494 0.0662683104159446 -0.433583859821336
s6137 -0.0133097877630183 -0.510142225734197 0.456240995720498 28.2276767426754 -2.38032187153154 -0.18224760562997 0.828863993986312
s6140 -0.00801656776751781 1.94572303540304 0.171300038158043 7.42909100204927 9.66376300431434 -0.0892084313665805 2.41949758922748
s6143 0.0759207912066992 -0.372992217785599 2.9526588762949 -17.7988662517117 -5.83742881299094 -0.186655835651645 0.168951018576783
s6147 -0.0133097877630183 -0.146358845917097 1.4942204015968 61.7898419020574 4.92333423383196 -0.313465429569948 2.99528923569081
s6149 -0.0133097877630183 0.451568643370602 0.146346650339398 57.3815869316163 0.928808024897561 -0.35579024297935 0.688654145870212
s6167 0.0333623072556015 -1.9930667714772 -2.53068271611034 -28.0040026239627 2.55735981451436 -0.0792453002082782 -2.6114054175952
s6179 -0.0133097877630183 -2.6885167995928 -1.2851881477772 15.4680600255963 5.48394615819716 -0.328769405774605 0.622390438907712
s6182 -0.00129805546678632 1.59261611530629 -0.412922921806221 -33.4235734395929 -2.48973026357902 0.0581524205781344 0.615993507137106
s6185 -0.0133097877630183 -3.7880123709545 0.0137657195400986 -37.6726760504137 4.92822406111926 -0.26718638280809 0.370175575685153
s6188 -0.00129805546678632 0.934881816039992 0.321722452740677 -4.03138806286995 1.23512736235918 0.00984866878991651 0.459919081492436
s6191 0.0317463611086637 0.0761522800834042 -1.81430842224223 -13.0586565770407 -8.02265878638164 0.142010459161918 -0.605294316858337
s6197 -0.00529065128726632 0.647888961960923 0.645905896390253 19.202845523331 -3.72382677296458 -0.175206488005566 -0.817130326673552
s6203 -0.00529065128726632 3.04292560873952 0.590790579847952 39.368135233073 -6.47062785542059 -0.0243303713259833 -0.836597100587683
s6204 -0.00129805546678632 -1.47299182224041 -1.74706916180374 -0.375531349265939 0.793699963844981 -0.00314827795683149 -1.21991142985436
s6206 -0.00129805546678632 -1.17181705062701 1.70032140929878 9.46512131499606 -4.82923638637991 -0.0727520380168215 -0.235420870660215
s6207 -0.00529065128726632 0.230657502735824 0.706675657268053 -51.049130664494 15.0227792224056 0.0212605351099398 2.61562233428376
s6210 -0.00129805546678632 1.62769355100599 -0.937962445808221 27.6790834061001 9.73049070935688 -0.142553279824254 5.09172951214786
s6211 -0.00529065128726632 2.43976021098502 -0.877063929594228 27.831861470568 -11.5125808046865 0.357832924989365 -0.744648063538173
s6220 -0.00129805546678632 -0.622634381332109 2.78596301298808 8.24149151736106 4.38339053954658 0.219203807476759 -0.487493335272434
s6222 -0.00129805546678632 1.36955469842709 -1.8434495576194 -45.0264863091649 -2.99217661682252 0.121433508574296 -0.343410721592483
s6226 -0.00129805546678632 1.91492285084829 1.34325865270808 -26.8164195731159 -5.57288950806012 0.170160730781844 1.12250735885758
s6227 0.0463702163142441 0.233390650472121 3.66562440171975 20.9264721406559 8.23242585457721 -0.119746178198181 0.290911634313068
s6228 -0.00129805546678632 0.228075099148989 -0.136314325014122 17.8565549456401 -0.330130242878921 -0.0559882989261105 -0.732872749725113
s6229 -0.00529065128726632 -0.198380579855278 1.19046350764745 -27.250758069128 4.37670347462982 -6.65388109662209e-05 2.06187341147276
s6230 -0.00129805546678632 0.84667446639529 1.48780437190928 20.2683537953051 -5.11278236249521 0.11066244946626 -0.205158815747283
s6231 -0.00529065128726632 0.536310764857923 -1.03983877981942 18.460918506068 -8.74864244749099 -0.0825512518413042 -0.360378506825943
s6232 -0.00129805546678632 -1.65055367793091 -0.406305468409122 7.49993926967108 6.62271418561899 -0.0677233689557015 0.463361497110236
s6233 -0.00529065128726632 -2.85197166041488 1.49206729415665 20.302243456439 1.14531944148762 -0.0840333211912612 -0.166246681358833
s6235 -0.00529065128726632 1.62124863850782 3.27277760760085 46.686145101562 -2.57544014792719 -0.156986125669015 0.724494339304157
s6239 -0.00529065128726632 0.444757598048522 -0.746266176959629 -16.891721500556 3.73883820232131 0.0923331897645948 -1.76241397923408
s6241 -0.00529065128726632 -1.35518946437538 -1.08327005647364 -4.03981481050301 -0.276881266352788 -0.0137111415031792 0.077573300650587
s6245 -0.00529065128726632 -4.25147782118478 -2.19483661383676 -39.504020499642 -11.4430308359982 -0.172372528267343 0.039460562429327
s6249 -0.00529065128726632 -1.72337749312578 -2.0952396134643 2.67143048368001 -3.30794406678799 0.0351458864120448 -2.24911600547998
s6251 -0.00529065128726632 0.82471328246532 -3.03536464596245 -5.78293137685405 3.69553404340992 0.202886741552544 -1.31969401470079
s6253 0.0437320372425213 -0.604288321160076 -1.24733509852219 11.56664640592 -0.838111134311588 0.259392652635273 -0.100027128474632
s6267 -0.00529065128726632 -1.41707220165578 -0.962492985244558 -21.053250237883 -0.586152399240589 -0.116907864700314 0.560402495013858
s6272 -0.00295533959517679 -1.31850575947289 3.5833604171815 83.1610201962952 15.4234478297693 0.0789656275361178 2.8071708549183
s6291 0.00142786101346517 -1.23307073369833 -1.88999145046407 2.29677639869775 -1.05715575849794 0.0533830444415387 -1.23459262996986
s6292 -0.0719395940188585 -2.18587012889709 0.475381934395895 -28.3049132736528 -7.92012847230491 0.0849718560353908 -0.353185509136898
s6293 0.00142786101346517 1.89577488039637 -2.26206581708179 2.42614252438975 1.03993073724496 -0.0382292977196673 -0.437250866756691
s6294 -0.0719395940188585 0.840767482564107 -1.34171621682929 -50.4131484494098 -9.30211306944021 -0.110498943335894 -0.00573466421619716
s6295 0.00142786101346517 0.381419859796873 0.797966700996286 -16.4967824796333 -2.35546402630864 0.131143660638504 -1.61632117811433
s6310 0.234508390818901 -2.36495867976189 -0.442117635360706 -34.0902525993928 9.03440178287669 -0.190356290747889 0.732796040875803
s6322 -0.0719395940188585 -3.00308689338589 1.0333342405139 25.1091089149482 7.20426258575939 0.00241981612034575 -2.39559855202594
s6328 -0.0719395940188585 -2.85841569847169 -0.260409439674305 -21.0374150816548 -1.86018283102571 -0.0932262741419572 1.1895469961425
s6330 -0.0719395940188585 2.24320430340241 -2.87010264112935 -21.8550338123538 -5.29696921157671 -0.0470441824510023 -0.400893462646497
s6332 -0.0719395940188585 1.82758490141081 -2.47309307710188 -20.2327492317418 0.818698667825291 -0.0745956205214492 1.0422884090451
s6340 -0.0719395940188585 -2.92342794589119 1.4426044897003 -22.1498785316498 -0.882698050073014 -0.256091216730599 0.313034529859902
s6341 0.00142786101346517 0.0696879189892727 0.957438365981187 -14.1174858933373 1.51380893480056 0.0283696833559976 -1.09353556390464
s6345 0.00142786101346517 -0.242573973577227 0.465781543656386 -8.33979454152125 -4.12818082494744 -0.0530828071033984 -0.0379239101450704
s6347 0.00142786101346517 2.34357467234318 -0.420394228327514 10.4537230096977 5.76964501235576 -0.104370380444909 0.773755575665529
s6349 0.00142786101346517 -1.19310765336683 -0.719673350763713 2.76709193910975 2.09172683308716 -0.0537876301043654 0.949508250569929
s6351 0.00142786101346517 -1.69118941897973 0.236111325000286 13.5060931840588 1.08679817488106 -0.102384452155533 -0.23521367764365
s6352 0.43063679868581 0.245982598056507 0.676901411628496 16.8336820944462 -6.06905677674551 -0.189053602386281 0.251456292311502
s6353 0.00142786101346517 -1.99709453286033 -0.245627726700913 13.4182597312548 -6.35067032836324 -0.173540216392182 -1.21213193786986
s6355 0.00142786101346517 -1.92984268408453 0.925408618519786 12.7488306122208 0.951083865236257 -0.0347979265034523 -0.38553709572477
s6358 0.00855882635998071 6.57756614255851 0.962507479891095 -39.2358408136448 9.65952794476269 -0.22880876266165 4.2241831021178
s6397 0.023370206057982 -1.72506133453821 0.533831007388603 98.7703810398199 -2.45895546969424 -0.102669032657389 -1.24258885449795
s6401 0.066448357135521 0.137473746679992 0.286309703313004 90.63371442867 -2.38151162915883 -0.153575684579021 1.34959595517838
s6403 0.198816131126663 -1.15152268473841 -2.73327213981859 88.1635309562549 -0.0294662570221333 0.181747860083771 -0.031642902127524
s6406 -0.0303860463791071 -3.1199306703028 -0.82537485462586 -10.4941890346608 -3.57471352985398 0.0467187298407704 -13.0356990673907
s6407 -0.069213677538607 3.37176146307829 0.952782737805205 -64.1266683725701 -0.629792891196733 0.474053862398943 -0.0805304379481231
s6408 0.0274423621445748 0.7614544565998 -3.66728978602528 4.44316777342715 -9.83599277677218 -0.132269923730943 -12.650996004779
s6409 -0.069213677538607 -1.77498036413471 1.9044537732137 -23.8776541589641 4.80495368746927 0.469909630706156 -1.03501673143237
s6412 -0.0303860463791071 -4.1767861702232 -3.32221842840096 8.85804145056517 -15.1615563577919 0.0813904260583824 -15.0884387262787
s6421 -0.069213677538607 -2.52736428849731 0.0612927852943044 -6.1606764849071 7.13155049772606 -0.091341844589027 0.0455131827122757
s6434 0.116310120310207 -3.850126394657 -1.14757987397576 -33.4434529868789 -6.62360477868728 0.318357573516485 -14.9417216942711
s6435 0.097903207851184 3.75592696148379 1.2873550507272 56.7183722237099 8.44359208351127 0.120311608022293 0.208151413188876
s6437 -0.069213677538607 2.66834315681079 1.0713633292298 -22.0620701602211 0.588048007584969 0.146861837935537 0.799735116358976
s6458 -0.0140035341177232 0.764440020452627 0.690862759113627 -41.6107013976771 -2.50224897830285 -0.0872406768754607 -0.612419080512718
s6462 -0.0140035341177232 -0.0214014410158729 0.0791053071528266 26.6948127058899 4.47367663812735 0.458143975849498 2.62394957293387
s6463 -0.069213677538607 0.0513450536621935 -0.897029577619995 -12.3192036266581 -10.7368783461969 0.078857892748702 -1.92011747260311
s6466 -0.0081670502661957 -1.40910397777473 -2.5876503955142 -14.1071356213429 -4.64865599086333 -0.356664809275916 -0.604383439160509
s6468 -0.0081670502661957 0.440019587049666 -0.93549447890288 3.4648335435411 19.2687300470286 0.377030293822095 9.838506749865
s6471 -0.069213677538607 0.370641393439191 -2.12989285034285 -37.1304902544251 -9.44037696848284 -0.068542966232687 -1.47903030233885
s6473 -0.069213677538607 2.10050949249749 -2.13147710368103 -31.1705060187121 3.91363089540797 -0.066331735096395 -0.197677252074424
s6474 -0.0081670502661957 5.11462956903427 1.67436722954422 18.8183582324931 11.440329759085 0.0365218869570122 3.7666957838397
s6479 -0.069213677538607 -2.35791291785481 1.007632321275 -25.2233089841861 -10.0139840097751 0.034036164543988 -3.82145575166153
s6484 -0.0081670502661957 -3.10859977198083 -0.876114756128579 95.2162763759411 -5.40102993597584 -0.391027305434965 -0.665448911294568
s6490 -0.0081670502661957 -5.83548685782833 0.33807409662702 10.8086497963731 -4.70863336171243 -0.228040066347209 -3.03465465844603
s6506 -0.0081670502661957 0.865831051218668 -0.0495243398313803 23.1779443858511 7.08545083924166 -0.26057997653935 1.1829761821925
s6507 -0.0276601298988556 14.0280671723952 7.48482551143155 74.7929242715059 59.4901066741504 -0.477054256484444 83.2044052955282
s6512 -0.0081670502661957 -1.84008235824553 0.78399401044382 4.8862185388151 -1.39091717141224 0.597858056411571 -0.844305211339799
s6525 -0.0276601298988556 -1.96056922773152 -0.420210800746551 -23.7507886360901 -8.77582107255591 0.349557465123346 -13.7054574713498
s6526 -0.0081670502661957 2.44940501278187 2.04499352079082 -28.7950538358399 -4.27504565456464 -0.207136915349208 -1.05275712561059
s6533 -0.0276601298988556 -1.68210916608041 1.89784823234285 -20.4057028378681 -15.5184181584893 -0.186700014323584 -13.782092331459
s6544 -0.024275724709788 3.14769071381434 1.56298414687074 -22.9352208848185 6.56395787845294 -0.164242642600339 3.76913914945022
s6546 -0.024275724709788 0.461909227478939 -1.98435105321461 -35.7337237877346 0.824063233417542 -0.0666024066071811 1.92299390416192
s6552 -0.024275724709788 -0.34676279568196 -3.3103723653743 47.9233068686564 -10.0952668471226 -0.137367927005418 1.34357726818664
s6553 -0.0112776176374717 -0.427842204206488 -1.77691664915609 -6.20213487512836 -6.59492856763767 -0.50461294396004 -1.00216805482327
s6556 -0.024275724709788 -3.75085526265906 0.676960448578139 29.2744294242735 1.08080346682154 -0.117085616081337 -1.49768931320204
s6558 -0.024275724709788 -2.73823162532356 0.749978467875939 28.3709359621434 6.03749423333524 0.192037844154846 -0.875546301615116
s6564 -0.024275724709788 -2.06654562229806 -1.05319803518276 -6.27398277244155 -0.779564708625256 0.151420613306575 0.669620682737744
s6566 -0.024275724709788 0.70427525655724 1.25346062755494 -30.9180899441036 -2.43592690681296 -0.0706883969225421 -0.669420313691866
s6568 0.0566578880736006 1.46869671473324 1.34114424362974 58.6844537802964 -8.37268009326275 0.144585597644886 1.81914039002742
s6569 0.0392846858729181 -0.31519637523029 1.00694858288964 21.1180235669156 4.62350090781313 0.133709644986002 -1.00936243759789
s6570 0.0621133381054436 1.30450983970424 -1.93348153905305 -10.9499273485265 -2.03294406003066 0.12815781981635 0.103934527927275
s6574 -0.024275724709788 -3.44732497093146 1.46087823551754 -6.32657847630655 1.90780519633644 -0.300937091928268 -0.395259598276305
s6576 0.121169985145342 -1.65147792527196 0.0256981414548393 17.5799430715594 5.66445606911904 0.0108952683552169 -1.59639218525258
s6582 -0.024275724709788 -1.41929294184346 1.97068787226284 -15.8132626004126 3.08555533331224 -0.151624803398376 1.1968848090787
s6583 -0.0054411337859442 0.53310567260875 -0.367101119118471 -23.8797680791702 -8.95846696048036 -0.286234841883126 -1.56196547893314
s6584 -0.024275724709788 -0.00842106897276051 0.590511806770038 -4.14600427599554 -1.98623519849286 -0.087253629275691 1.44024708170379
s6590 -0.024275724709788 1.41463443357874 -0.399565725007161 -38.1848925504636 -1.33751875236466 0.020307688344466 0.0802264545993133
s6598 -0.0166505988073282 -2.33398003989462 0.171665276908898 -29.1209863090122 -12.9567160223167 -0.0115471758520341 0.342616084966
s6600 -0.0166505988073282 -2.80492428786202 0.208097718613398 21.3647630358538 3.18092797332739 -0.308988348009567 0.513371245478879
s6601 -0.0054411337859442 -0.292663366122151 0.576549517149929 10.1537427519198 -1.51073593790296 -0.398595821785279 -1.43820635821415
s6609 0.0979832048452308 1.17758204377105 -1.85010037627682 -1.16835088652722 0.772727760553341 -0.321441685361344 -0.286792037427253
s6613 -0.0054411337859442 -4.81353023591465 1.35484503849123 -5.50590464274522 2.56086438240374 -0.317375305872721 -0.865459030800493
s6614 -0.0166505988073282 -3.63131007377832 -0.517971252226602 28.1621682989928 -3.39620101864971 -0.159090899031964 -1.08504854147567
s6620 0.0737568457875858 0.762356628107776 0.836136156441897 -35.2182609025662 -10.5259936504505 0.366989656196812 -0.57416937743794
s6621 -0.0054411337859442 4.24087588885655 -0.444524643496571 -47.9317195658022 -4.53041191941286 0.690149015091305 -1.59862001535938
s6627 -0.0054411337859442 0.819396380607851 1.06275147517643 -13.0669512958422 -11.0032067204479 1.3286094843796 -2.06197726216582
s6634 -0.0166505988073282 7.80961624402868 -1.056476024192 -53.7110196486152 15.0162483907437 0.0571764158427629 1.44764015632035
s6635 -0.0054411337859442 1.65862136193755 -0.725064778954571 -32.0711396976642 5.29900086446024 -0.263072008812463 -0.773609187145484
s6638 -0.0166505988073282 9.92542736570577 -1.044357629933 -34.8838432286212 8.90303177463349 -0.155199110109953 2.45666535275545
s6661 -0.0215498082295365 7.62342821028742 0.723377081973748 -26.9517472498888 -1.34288827590698 -0.00114420954721891 0.557367273297118
s6669 -0.0215498082295365 2.40028796902382 -0.0193206644565527 -53.7850636158029 -1.13102796634738 0.574148149678721 -1.03169350997854
s6671 -0.0215498082295365 -0.429528873637677 0.112281151117647 -14.2600215032778 0.254172759340322 -0.0951135206458679 -0.544247012351921
s6675 -0.0215498082295365 0.728196857307724 0.0290088707776481 1.24354687919216 12.8607124940445 -0.100857397236732 -3.04554749407885
s6679 0.0304459709728573 -0.507739728623976 -1.46998328812275 62.3608551787611 -0.340171430650478 0.193351843275259 -0.535581329277343
s6680 -0.0118865061467213 -2.4550001316127 1.04129684813571 25.7614616870778 -2.42308265153846 0.147245203102218 -0.0674757607377386
s6682 -0.0118865061467213 1.5731504357994 -0.397087347359292 41.1370152407688 2.54713542700524 -0.0721548825878889 1.20768759409494
s6686 -0.0118865061467213 -1.0692650609553 -1.90994759903006 3.50903043972581 -1.50053411640966 -0.242428677117581 0.949057958413282
s6692 0.031508264691869 -0.6743651888828 -1.1326217667714 100.784103307828 2.53046320621894 -0.214865582753997 1.89233636822634
s6693 -0.0215498082295365 1.28497340433692 -1.99963524974574 -18.1978724796158 -4.89217303776998 -0.222116543642501 -0.682098783002911
s6695 0.0963861273885275 -1.28072765073368 0.983530223544848 16.1672547300641 8.92084423013072 0.194936729283727 -0.207494590451591
s6696 -0.0118865061467213 1.5159769783065 2.74638470704341 -8.6722935618812 8.67872337892875 0.00287800343833411 -0.277778251036419
s6697 0.0726581279581885 1.20650884479502 0.254615103736847 -9.07948853100484 0.441513619047123 0.445270169145867 -0.717316543547171
s6699 -0.0215498082295365 -2.44276918897167 -0.175973597028453 27.2324977361732 -0.529720243362184 -0.22430131945313 0.0140130934448886
s6701 -0.0215498082295365 -4.23794408740948 1.95221325002215 25.1320283626551 -9.53292122998088 -0.158377364157467 -1.99693770461923
s6702 -0.0118865061467213 0.956983218434601 1.30036846088601 -30.8917816762532 0.0353733135247394 -0.0498663606789699 -0.0991981763817984
s6713 -0.0215498082295365 2.58251027074112 -1.34144815450225 -20.4133759733819 -2.83233976262818 -0.157398854503846 0.878080044730399
s6714 -0.0118865061467213 1.8270748377522 -0.276000150987694 18.1320130073298 -3.37376895141216 -0.0705837220712059 0.759420274841271
s6715 -0.0139246823270767 0.584218407890559 1.59411554295081 -4.7168025392405 -1.59401944643164 -0.127210865097761 0.543592007274424
s6717 0.175808641084564 -5.14579802297464 0.739273646544505 -10.3644069487705 -0.998666128628039 -0.226283624657274 -1.32120368314047
s6719 -0.0139246823270767 -1.24048350023634 1.41895094817421 7.16249528745251 3.91871743809536 -0.244438769160918 -0.0358422582673669
s6721 -0.0139246823270767 -2.70006945367844 -0.208260146571094 55.5635046046895 3.09369076459176 -0.233689194081606 -0.0746682754742163
s6722 -0.0179370007838754 -0.337506726790666 1.3201287393717 -9.12899987008932 13.3538533959146 -0.304801616404486 0.291956235786262
s6724 -0.0179370007838754 -0.391390329328265 -0.956075683753497 28.5723934400937 0.0787042942392189 -0.233677746448659 0.474025023941742
s6728 -0.0179370007838754 1.57676448325573 -0.621250936106297 9.35624525679968 -2.49740640066528 -0.162899684101192 -0.324557533545208
s6734 -0.0179370007838754 -0.200115742710765 0.129646859846303 44.1129060752407 -5.28678983883207 0.257692780907601 0.497393799065243
s6740 0.0723397965920126 2.78153585460003 1.4076196375259 -9.27759901908131 -5.16259102886137 0.296806770830717 -0.0823495235272082
s6743 -0.0139246823270767 -0.44116850404004 0.0122100512655064 11.2750661951595 -13.9822843891125 0.329442108087559 -0.846661136212507
s6745 -0.0139246823270767 -1.50582387745234 -0.939841347257494 21.0058472008225 -0.926772107063138 0.113589921015834 1.08622171554262
s6746 -0.0179370007838754 -0.226378426968965 0.129655198292404 3.99950848055069 -1.05926103321728 -0.278445265319025 0.178259816083873
s6750 -0.0179370007838754 -0.404715803363865 -0.0433054761997963 -36.1787109191373 2.88845010215502 -0.13926738398996 1.93190862342551
s6751 -0.0139246823270767 -0.656704618079641 1.43776082215741 -20.0445513631055 -5.05112807207504 0.153821469959389 -0.766266022188327
s6752 -0.0179370007838754 -1.98767030433847 -0.917748995901496 19.8438364315937 -10.6956909468118 -0.260130084453657 -0.675416022157547
s6755 0.0286330597435639 -4.02421496984984 -0.309902342201493 -27.0661348009665 4.75732342254806 0.330315017596364 -1.45504030244571
s6756 0.0222216378539845 0.113018894796034 1.4368265302541 5.3602910989497 8.71720448737233 -0.0111355099542156 0.692323589071563
s6761 -0.0139246823270767 -1.00379820429394 0.513780105516606 16.2621866466045 3.35338879621296 0.277784464191944 1.15620354824222
s6768 -0.0179370007838754 0.623231992226834 -0.368693545192096 -49.2726900498973 -3.53301915079178 -0.0345541239325227 -0.149614708633827
s6774 -0.0179370007838754 -1.25031640533687 0.858075304303003 4.7186449638027 4.02465120831922 0.0317815557367084 -1.16070679689749
s6781 -0.0139246823270767 1.36946358816636 -0.281773068453493 22.8016905262005 -8.36272060646854 0.202409399174562 0.800058063203024
s6783 -0.0139246823270767 -2.04927684919784 0.332531273391007 5.5598695000145 12.4455040102517 0.570502307921579 -0.456507547243296
s6789 -0.0139246823270767 1.96858331198716 -1.37569883562519 42.6120052993895 -0.429774947092335 -0.244853071835719 1.42634623936132
s6791 -0.0139246823270767 0.88684128629876 -2.95962557814867 -12.5636057654275 0.235274160608965 -0.19487185390028 -1.11030721144429
s6793 -0.0139246823270767 3.65169492877286 -1.89346481674051 -13.2369935635275 11.5997805572313 -0.026407583873505 -0.254215266776377
s6795 -0.0139246823270767 1.03652797614726 0.747500749686706 13.4792752556975 1.26407449036856 -0.222453263071996 -0.767226182213647
s6798 -0.0548374244317899 2.27487614546542 1.81852834507133 25.0761871981553 -8.5296543218936 -0.053767437000094 -1.08539003215955
s6801 -0.0139246823270767 -0.457177335767139 2.57534874969861 -4.32226678102351 -9.54368539032504 -0.246997001304218 -1.02555860882451
s6802 -0.0548374244317899 -0.512265944580185 -0.836163708402766 -32.8165224265497 6.9442587342232 -0.154869394617478 0.844811845548128
s6808 -0.0548374244317899 -1.87940473661268 -0.691385151857266 6.92343289443928 -2.051717183577 0.092207902547983 -0.469363412512511
s6811 -0.0091605896664698 0.0784755636041832 1.00127730825222 15.0222698873265 1.39557321483412 -0.287230208138046 0.334805761548615
s6814 -0.0548374244317899 -0.994370086652886 0.506692249048033 2.53603378179726 -3.3504819993117 -0.143996703181539 0.409013513832289
s6815 -0.0091605896664698 -1.58280174830752 2.19286091437702 -21.7561029017965 12.7460103832587 -0.13994363401855 -0.0807594358345747
s6824 -0.0130201257460554 1.73964768623681 0.259337065287433 0.840168330471263 3.8072411930554 0.490402603456237 0.538493553409318
s6827 0.0384477648892661 0.248458353101086 0.323408984209715 -17.6702532299055 -7.57364444088808 0.694570838462673 -1.57487473543387
