id	Otu476	genotyping	group
4974	0.4553594	AO	F6_D120
4041	0.4538422	AO	F6_D120
4469	0.4493005	OO	F6_D120
4350	0.4485692	AO	F6_D120
4128	0.446589	AA	F6_D120
4373	0.4462683	OO	F6_D120
4179	0.4441041	AO	F6_D120
4180	0.4437564	AO	F6_D120
4051	0.4418186	AA	F6_D120
4445	0.4411388	AO	F6_D120
4842	0.4398977	AO	F6_D120
4992	0.4362554	AO	F6_D120
4840	0.4345381	AO	F6_D120
4026	0.4255537	OO	F6_D120
4890	0.4252703	AO	F6_D120
4500	0.4242486	AO	F6_D120
4156	0.4215722	AO	F6_D120
4075	0.4197164	AA	F6_D120
4020	0.4192015	OO	F6_D120
4130	0.4185398	AO	F6_D120
4240	0.4132021	OO	F6_D120
4903	0.4042989	OO	F6_D120
4229	0.3992948	AO	F6_D120
4165	0.3965597	AO	F6_D120
4201	0.3965393	AO	F6_D120
4102	0.3948111	OO	F6_D120
4098	0.3939828	OO	F6_D120
4137	0.3933589	AA	F6_D120
4118	0.3918738	AA	F6_D120
4926	0.3895239	OO	F6_D120
4248	0.3843985	OO	F6_D120
4321	0.3843591	AA	F6_D120
4236	0.3841032	OO	F6_D120
4314	0.3780912	AO	F6_D120
4330	0.3774932	AA	F6_D120
4400	0.37365	AO	F6_D120
4126	0.3736309	AO	F6_D120
4000	0.3727723	AA	F6_D120
4146	0.3716705	AO	F6_D120
4408	0.3699897	OO	F6_D120
4063	0.3698187	AO	F6_D120
4419	0.3658851	OO	F6_D120
4040	0.3649823	AO	F6_D120
5023	0.3638786	OO	F6_D120
4783	0.3620971	OO	F6_D120
4039	0.3584413	AO	F6_D120
4360	0.3573799	AO	F6_D120
4844	0.3528509	AO	F6_D120
4001	0.3483785	AA	F6_D120
4426	0.3474706	AO	F6_D120
4706	0.3473286	AO	F6_D120
4191	0.3455389	AO	F6_D120
4474	0.3384095	OO	F6_D120
4509	0.3382707	OO	F6_D120
5056	0.3342074	AO	F6_D120
4404	0.3341731	AO	F6_D120
4439	0.3340013	AO	F6_D120
4326	0.3328383	AA	F6_D120
4205	0.3318189	AO	F6_D120
4161	0.3317511	AO	F6_D120
4786	0.3315988	OO	F6_D120
4406	0.3289136	AO	F6_D120
4029	0.32543	AO	F6_D120
4018	0.324759	OO	F6_D120
4220	0.3235581	AA	F6_D120
4704	0.3210518	AO	F6_D120
4108	0.3198019	OO	F6_D120
4032	0.3191599	OO	F6_D120
5035	0.3185041	AO	F6_D120
4420	0.3176881	OO	F6_D120
4867	0.3176718	AO	F6_D120
4072	0.3167305	AA	F6_D120
4322	0.3160458	AA	F6_D120
4975	0.3141577	OO	F6_D120
4085	0.3140283	AO	F6_D120
4413	0.3114947	AO	F6_D120
4936	0.3067485	AO	F6_D120
4186	0.3064351	AA	F6_D120
4421	0.3042492	OO	F6_D120
4082	0.3035136	AO	F6_D120
4059	0.3034043	AO	F6_D120
4976	0.3029836	AO	F6_D120
4035	0.3025331	AO	F6_D120
4382	0.302316	AA	F6_D120
4116	0.2982465	AO	F6_D120
4111	0.2971159	OO	F6_D120
4225	0.2971159	AA	F6_D120
4425	0.2931194	OO	F6_D120
4113	0.292713	OO	F6_D120
4724	0.2924277	AO	F6_D120
4058	0.2910985	AO	F6_D120
4238	0.2884814	AO	F6_D120
4299	0.2839736	AA	F6_D120
4494	0.2835929	OO	F6_D120
4135	0.2815459	AO	F6_D120
4131	0.2803156	AO	F6_D120
4458	0.2781641	AO	F6_D120
4006	0.2768663	AO	F6_D120
4905	0.2764977	OO	F6_D120
4230	0.2764269	AO	F6_D120
4243	0.2737179	AO	F6_D120
4174	0.2737038	AO	F6_D120
4087	0.2721158	AO	F6_D120
4015	0.2717391	OO	F6_D120
4296	0.2704082	OO	F6_D120
4166	0.2696816	AO	F6_D120
4218	0.267256	OO	F6_D120
4153	0.2668993	OO	F6_D120
4767	0.2668993	OO	F6_D120
4720	0.2659166	AO	F6_D120
4993	0.2625077	AO	F6_D120
4276	0.2612839	AO	F6_D120
4070	0.2581578	OO	F6_D120
4779	0.2564234	OO	F6_D120
4505	0.2560164	AO	F6_D120
4004	0.2557806	AO	F6_D120
4988	0.2552974	AO	F6_D120
4034	0.2551151	OO	F6_D120
5014	0.254894	AO	F6_D120
4922	0.251928	OO	F6_D120
4309	0.2517209	AA	F6_D120
4924	0.2509603	OO	F6_D120
4468	0.2507933	AO	F6_D120
4338	0.2505497	OO	F6_D120
4979	0.2504088	OO	F6_D120
4184	0.2468374	AA	F6_D120
4997	0.2453988	AO	F6_D120
4012	0.2453361	AA	F6_D120
4457	0.2443081	OO	F6_D120
4193	0.2421183	AO	F6_D120
4310	0.2420435	OO	F6_D120
4305	0.2415211	AA	F6_D120
4336	0.2401144	AO	F6_D120
4356	0.2396248	AO	F6_D120
4348	0.2377875	OO	F6_D120
4214	0.2374684	AO	F6_D120
4226	0.2372357	AO	F6_D120
4081	0.2370523	OO	F6_D120
4014	0.235837	OO	F6_D120
4287	0.2353904	AO	F6_D120
4416	0.2351618	AO	F6_D120
4448	0.2318273	AO	F6_D120
4424	0.2308995	AO	F6_D120
4661	0.2307101	OO	F6_D120
4055	0.2306982	AA	F6_D120
5018	0.2304738	AA	F6_D120
4785	0.2303086	OO	F6_D120
4349	0.2299203	OO	F6_D120
4119	0.2257452	OO	F6_D120
4187	0.2253637	AA	F6_D120
4346	0.2246159	OO	F6_D120
4415	0.2245356	OO	F6_D120
4381	0.2224982	OO	F6_D120
4178	0.2222222	AO	F6_D120
4092	0.2217638	OO	F6_D120
4188	0.2211934	AO	F6_D120
4948	0.2210342	OO	F6_D120
4181	0.2208299	AO	F6_D120
4202	0.2207619	OO	F6_D120
4962	0.2202982	OO	F6_D120
5054	0.2193989	OO	F6_D120
4428	0.2171216	OO	F6_D120
4138	0.2166847	OO	F6_D120
4103	0.2162719	OO	F6_D120
4002	0.2160494	AO	F6_D120
4168	0.2158162	AO	F6_D120
4297	0.2155504	AO	F6_D120
4120	0.2152411	AO	F6_D120
4377	0.2150868	OO	F6_D120
4062	0.2142092	AO	F6_D120
4037	0.2116129	AO	F6_D120
4453	0.2113838	AO	F6_D120
4025	0.2112096	OO	F6_D120
4390	0.2112096	OO	F6_D120
4323	0.2106886	AO	F6_D120
4894	0.2101917	OO	F6_D120
4091	0.209826	AO	F6_D120
4316	0.2095686	AO	F6_D120
4036	0.2092371	OO	F6_D120
4038	0.2055604	AO	F6_D120
4324	0.2052019	AO	F6_D120
4246	0.2050126	OO	F6_D120
4169	0.2046455	AO	F6_D120
4090	0.2007929	OO	F6_D120
4471	0.2006689	AO	F6_D120
4394	0.199836	OO	F6_D120
4402	0.1995702	OO	F6_D120
4306	0.1994069	OO	F6_D120
4271	0.1994069	AO	F6_D120
4385	0.199305	OO	F6_D120
4589	0.1992948	OO	F6_D120
4388	0.198868	OO	F6_D120
4249	0.1965449	OO	F6_D120
4472	0.1961999	OO	F6_D120
4095	0.1957855	AO	F6_D120
4244	0.1956343	AO	F6_D120
4407	0.1950118	AO	F6_D120
4460	0.1948318	AO	F6_D120
4882	0.1945525	OO	F6_D120
4392	0.1945127	OO	F6_D120
4064	0.194453	AO	F6_D120
5049	0.1944032	OO	F6_D120
4223	0.1908988	AO	F6_D120
4369	0.1899677	OO	F6_D120
4372	0.1899579	OO	F6_D120
4069	0.1898897	OO	F6_D120
4454	0.1898117	AO	F6_D120
4228	0.1895395	OO	F6_D120
4889	0.189297	AA	F6_D120
4147	0.1892002	OO	F6_D120
4155	0.1856148	AA	F6_D120
4031	0.1855957	AO	F6_D120
4173	0.1855957	AA	F6_D120
4143	0.185128	OO	F6_D120
4721	0.1850044	AO	F6_D120
4675	0.1849283	OO	F6_D120
4387	0.1846912	OO	F6_D120
4197	0.184464	AA	F6_D120
4389	0.181507	AO	F6_D120
4198	0.1807945	AO	F6_D120
4332	0.1807198	AO	F6_D120
4393	0.1802451	OO	F6_D120
4371	0.1801802	OO	F6_D120
4395	0.179736	OO	F6_D120
4281	0.1785897	AO	F6_D120
4669	0.1754748	OO	F6_D120
4398	0.1753933	AO	F6_D120
4045	0.1751043	AA	F6_D120
4480	0.1749421	OO	F6_D120
4483	0.1740911	OO	F6_D120
5070	0.1739308	OO	F6_D120
4157	0.1734694	OO	F6_D120
4123	0.1712951	OO	F6_D120
4071	0.1700242	AO	F6_D120
4088	0.1698492	OO	F6_D120
5012	0.1695089	OO	F6_D120
4129	0.1693524	AA	F6_D120
4127	0.169335	OO	F6_D120
4234	0.1691094	OO	F6_D120
4219	0.1688325	AO	F6_D120
4940	0.1685652	OO	F6_D120
4084	0.1682643	OO	F6_D120
4013	0.1652039	OO	F6_D120
4096	0.1645075	OO	F6_D120
4260	0.1642626	OO	F6_D120
4434	0.1641362	AO	F6_D120
4023	0.1637415	OO	F6_D120
4972	0.1637164	AO	F6_D120
4358	0.163257	AO	F6_D120
4224	0.1601653	AO	F6_D120
4162	0.1601322	OO	F6_D120
4021	0.1600496	OO	F6_D120
4340	0.1599257	OO	F6_D120
4294	0.1598597	OO	F6_D120
4232	0.1594978	AO	F6_D120
4106	0.1593257	OO	F6_D120
4689	0.1592438	AO	F6_D120
4672	0.158722	OO	F6_D120
4079	0.155143	AA	F6_D120
4182	0.1548787	AO	F6_D120
4008	0.1542892	AO	F6_D120
4942	0.1538304	AO	F6_D120
4850	0.1537358	AO	F6_D120
4475	0.1535391	OO	F6_D120
4269	0.1535312	OO	F6_D120
4258	0.1533821	OO	F6_D120
4304	0.1533742	OO	F6_D120
4272	0.1533272	AA	F6_D120
4265	0.1493844	OO	F6_D120
4345	0.1492153	OO	F6_D120
4030	0.1488783	OO	F6_D120
4060	0.1487408	AO	F6_D120
4235	0.144546	AO	F6_D120
4436	0.1442035	OO	F6_D120
4222	0.1441367	AO	F6_D120
5028	0.1436929	OO	F6_D120
4364	0.1435161	OO	F6_D120
4692	0.1434573	OO	F6_D120
4379	0.1434206	OO	F6_D120
5052	0.1433105	OO	F6_D120
4359	0.1432885	OO	F6_D120
4190	0.1396865	OO	F6_D120
4284	0.1393548	AO	F6_D120
4245	0.1387675	OO	F6_D120
4099	0.1387176	OO	F6_D120
4732	0.1386322	AO	F6_D120
5020	0.1385255	OO	F6_D120
4164	0.1383268	AA	F6_D120
4910	0.1382347	OO	F6_D120
4726	0.1381569	OO	F6_D120
4655	0.1378043	OO	F6_D120
4016	0.1376007	OO	F6_D120
4189	0.1340897	AO	F6_D120
4981	0.1337861	OO	F6_D120
4094	0.133347	OO	F6_D120
4847	0.1325989	OO	F6_D120
4266	0.1288992	OO	F6_D120
4253	0.1287664	OO	F6_D120
4231	0.1284489	OO	F6_D120
4383	0.1279492	OO	F6_D120
5037	0.1279296	OO	F6_D120
4046	0.1276878	AO	F6_D120
4285	0.1275901	OO	F6_D120
4353	0.1264755	OO	F6_D120
4160	0.1237241	AO	F6_D120
4175	0.1235903	AO	F6_D120
4361	0.1235458	OO	F6_D120
4052	0.1234124	AO	F6_D120
4145	0.1231653	OO	F6_D120
4086	0.123159	OO	F6_D120
4680	0.1228942	OO	F6_D120
4342	0.1228879	OO	F6_D120
4411	0.1224427	AO	F6_D120
4256	0.1191031	OO	F6_D120
4142	0.1184163	OO	F6_D120
4209	0.1183797	OO	F6_D120
4344	0.1174188	OO	F6_D120
4351	0.1138245	AO	F6_D120
4380	0.1132969	OO	F6_D120
4279	0.1131513	AO	F6_D120
4121	0.1130408	OO	F6_D120
4300	0.1128032	AO	F6_D120
4759	0.1127049	OO	F6_D120
5061	0.1082251	AO	F6_D120
4159	0.1081415	OO	F6_D120
4386	0.108008	AO	F6_D120
4122	0.1079581	AO	F6_D120
4139	0.107947	AA	F6_D120
4676	0.1077752	OO	F6_D120
4097	0.1077586	OO	F6_D120
4888	0.1075049	OO	F6_D120
4134	0.1074884	OO	F6_D120
4354	0.1071647	AA	F6_D120
4024	0.103114	OO	F6_D120
4274	0.1028965	AA	F6_D120
4384	0.1027855	AO	F6_D120
4496	0.1022077	OO	F6_D120
4044	0.0978726	AO	F6_D120
4286	0.0977366	AO	F6_D120
4003	0.0971768	AA	F6_D120
4114	0.0926546	OO	F6_D120
4066	0.0926212	AO	F6_D120
5032	0.092001	OO	F6_D120
4303	0.0917993	AO	F6_D120
4262	0.0874756	OO	F6_D120
4057	0.0873856	AO	F6_D120
4462	0.0873542	AO	F6_D120
4412	0.0873273	AO	F6_D120
4213	0.0873138	OO	F6_D120
4221	0.0873004	OO	F6_D120
4275	0.0871974	OO	F6_D120
4049	0.082538	OO	F6_D120
4308	0.0822834	OO	F6_D120
4141	0.0820892	OO	F6_D120
4498	0.0819588	OO	F6_D120
4005	0.0818205	AA	F6_D120
4277	0.0817286	OO	F6_D120
4109	0.0773196	OO	F6_D120
4176	0.0772599	AO	F6_D120
4452	0.0772002	AO	F6_D120
4007	0.0768836	AO	F6_D120
4429	0.076746	AO	F6_D120
4028	0.0726103	OO	F6_D120
4149	0.0725126	OO	F6_D120
4401	0.0724863	OO	F6_D120
4399	0.0721836	OO	F6_D120
4183	0.0721203	OO	F6_D120
4744	0.0720609	OO	F6_D120
4414	0.0720239	OO	F6_D120
4211	0.0718575	OO	F6_D120
4708	0.0718133	OO	F6_D120
4796	0.0717434	OO	F6_D120
4465	0.0717176	AO	F6_D120
4665	0.0715856	OO	F6_D120
4150	0.0669585	OO	F6_D120
4022	0.0668209	OO	F6_D120
4144	0.0667385	OO	F6_D120
4595	0.0666872	OO	F6_D120
4136	0.0665915	OO	F6_D120
4355	0.0665609	OO	F6_D120
4068	0.0619931	AO	F6_D120
4374	0.061862	AO	F6_D120
4357	0.0617602	OO	F6_D120
4481	0.0615922	OO	F6_D120
4185	0.0570362	AO	F6_D120
4293	0.056701	OO	F6_D120
4252	0.0566747	OO	F6_D120
4267	0.0565756	OO	F6_D120
4080	0.0564943	OO	F6_D120
4430	0.0517117	OO	F6_D120
4422	0.0516742	AO	F6_D120
5046	0.0514748	OO	F6_D120
4596	0.0513057	OO	F6_D120
4105	0.0512742	OO	F6_D120
4101	0.0511692	OO	F6_D120
4254	0.046375	OO	F6_D120
4009	0.0463154	OO	F6_D120
4237	0.046313	OO	F6_D120
4438	0.0461941	OO	F6_D120
4476	0.0411417	OO	F6_D120
4664	0.0410635	OO	F6_D120
4660	0.0410193	OO	F6_D120
4207	0.0410151	OO	F6_D120
4666	0.04095	OO	F6_D120
4797	0.0359491	OO	F6_D120
4320	0.0310142	AA	F6_D120
4657	0.0306733	OO	F6_D120
4679	0.0257467	AO	F6_D120
4410	0.0154472	OO	F6_D120
4177	0.0102865	OO	F6_D120
4681	0.0051	OO	F6_D120
5572	0.9091376	AA	F6_D240
4161	0.7126378	AO	F6_D240
4129	0.6920593	AA	F6_D240
4169	0.6003387	AO	F6_D240
5115	0.5621164	AO	F6_D240
4373	0.554728	OO	F6_D240
4128	0.5526275	AA	F6_D240
4182	0.5438128	AO	F6_D240
5242	0.5246104	AO	F6_D240
4288	0.5236408	AO	F6_D240
4480	0.5031576	OO	F6_D240
4356	0.502358	AO	F6_D240
4502	0.5003611	AA	F6_D240
4178	0.4997681	AO	F6_D240
5244	0.4763124	AO	F6_D240
5181	0.4561062	AO	F6_D240
4450	0.4555692	AO	F6_D240
4212	0.4513052	AO	F6_D240
4139	0.4350496	AA	F6_D240
4460	0.4192229	AO	F6_D240
4958	0.4109941	AA	F6_D240
4706	0.40763	AO	F6_D240
5652	0.3926431	AO	F6_D240
5629	0.3787297	AO	F6_D240
4704	0.377222	AO	F6_D240
5372	0.3637668	OO	F6_D240
4208	0.3535958	AO	F6_D240
4519	0.3514212	AO	F6_D240
4010	0.3488074	AO	F6_D240
4035	0.3432201	AO	F6_D240
4165	0.3396809	AO	F6_D240
4085	0.3383227	AO	F6_D240
4326	0.3357958	AA	F6_D240
