id	zscore	logp	method	annotation	color
Otu474	1.312	0.72	b_q	Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Coprobacillus	orange
Otu4913	1.318	0.73	q	Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae	orange
Otu29	1.36	0.76	q	Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae	orange
Otu533	1.426	0.81	q	Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae	orange
Otu25019	1.427	0.81	q	Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae	orange
Otu6916	1.429	0.82	q	Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae	orange
Otu276	1.446	0.83	q	Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae	orange
Otu472	1.543	0.91	q	Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_p-75-a5	red
Otu4913	1.553	0.92	b_q	Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae	orange
Otu573	1.598	0.96	q	Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_RFN20	orange
Otu5888	1.674	1.03	q	Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Eubacterium	orange
Otu472	1.703	1.05	b_q	Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_p-75-a5	red
Otu492	1.84	1.18	q	Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae	orange
Otu5946	1.844	1.19	q	Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_RFN20	orange
Otu256	1.858	1.2	b_q	Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae	orange
Otu406	1.934	1.28	q	Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae	orange
Otu256	1.964	1.31	q	Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae	orange
Otu477	2.003	1.34	b_q	Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Coprobacillus	orange
Otu27986	2.95	2.5	b_q	Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_p-75-a5	red
