	IPC001	IPC002	IPC003	IPC005	IPC006	IPC007	IPC008	IPC010	IPC011	IPC013	IPC014	IPC015	IPC017	IPC018	IPC019	IPC021	IPC022	IPC023	IPC024	IPC025	IPC026	IPC027	IPC028	IPC029	IPC030	IPC031	IPC032	IPC033	IPC034	IPC035	IPC036	IPC037	IPC038	IPC039	IPC040	IPC041	IPC042	IPC044	IPC045	IPC046	IPC047	IPC048	IPC049	IPC050	IPC051	IPC052	IPC055	IPC056	IPC058	IPC059	IPC060	IPC061	IPC063	IPC064	IPC065	IPC066	IPC067	IPC068	IPC069	IPC070	IPC071	IPC073	IPC074	IPC075	IPC076	IPC077	IPC078	IPC079	IPC080	IPC082	IPC083	IPC084	IPC085	IPC086	IPC087	IPC088	IPC090	IPC091	IPC092	IPC093	IPC095	IPC096	IPC097	IPC098	IPC099	IPC100	IPC101	IPC102	IPC103	IPC104	IPC105	IPC106	IPC107	IPC108	IPC109	IPC110	IPC111	IPC113	IPC114	IPC115	IPC116	IPC117	IPC119	IPC120	IPC121	IPC124	IPC125	IPC126	IPC127	IPC128	IPC129	IPC130	IPC131	IPC132	IPC133	IPC134	IPC135	IPC136	IPC137	IPC139	IPC140	IPC141	IPC142	IPC143	IPC144	IPC145	IPC146	IPC147	IPC148	IPC149	IPC150	IPC151	IPC152	IPC153	IPC154	IPC155	IPC156	IPC157	IPC158	IPC159	IPC160	IPC162	IPC163	IPC165	IPC166	IPC167	IPC168	IPC169	IPC170	IPC171	IPC172	IPC173	IPC174	IPC175	IPC176	IPC177	IPC178	IPC180	IPC181	IPC182	IPC183	IPC184	IPC185	IPC186	IPC188	IPC189	IPC190	IPC191	IPC192	IPC193	IPC194	IPC195	IPC196	IPC197	IPC199	IPC200	IPC202	IPC203	IPC204	IPC205	IPC206	IPC207	IPC209	IPC210	IPC212	IPC213	IPC214	IPC215	IPC216	IPC217	IPC218	IPC220	IPC221	IPC224	IPC225	IPC226	IPC227	IPC228	IPC229	IPC230	IPC231	IPC232	IPC233	IPC234	IPC235	IPC238	IPC239	IPC241	IPC250	IPC253	IPC254	IPC257	IPC259	IPC261	IPC262	IPC263	IPC268	IPC269	IPC272	IPC275	IPC276	IPC281	IPC283	IPC285	IPC288	IPC289	IPC292	IPC293	IPC297	IPC298	IPC300	IPC301	IPC304	IPC305	IPC306	IPC307	IPC309	IPC312	IPC313	IPC314	IPC315	IPC317	IPC319	IPC321	IPC322	IPC323	IPC324	IPC325	IPC326	IPC327	IPC329	IPC331	IPC332	IPC334	IPC335	IPC337	IPC338	IPC339	IPC341	IPC342	IPC343	IPC344	IPC348	IPC350	IPC352	IPC353	IPC358	IPC359	IPC360	IPC361	IPC366	IPC368	IPC370	IPC371	IPC372	IPC373	IPC375	IPC376	IPC377	IPC378	IPC379	IPC380	IPC381	IPC383	IPC385	IPC386	IPC387	IPC389	IPC390	IPC392	IPC393	IPC395	IPC398	IPC399	IPC401	IPC403	IPC404	IPC408	IPC409	IPC410	IPC411	IPC413	IPC414	IPC417	IPC419	IPC421	IPC424	IPC426	IPC427	IPC429	IPC430	IPC434
329ee2ba6313cc4bf959cc9837854c48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.3	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32c0671daf54502dc7fc655e766764a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32f5d12f15bf0ba6fbfdd068977ca87b	0	0	0	0	0	0	1	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	11.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	7	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33882edc51caafdcf9a7e85664010b38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338ca031e2227715aa68c59f27c664e3	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384.5	0	0	38.5	0	0	0	0	0	0	0	0	80.7	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33bfb8fd0497d38cc8197fc77136cba4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3423ade3e034b25a1debb3f8fbfba8a4	0	0	3.3	0	15	13.5	7	0	1.7	2	42.7	0	23	0	0	6.7	1	4	45.5	6	0	13	0	0	0.5	11.3	0	7	8.5	0	0	0	0	19.5	0	4	11	0	0	3	0	2.7	0	17	0	17.3	0	0	0	0	0	21	0	0	0	3	4.5	16	18.7	0	5.5	50	8	14.5	10.7	0	1.3	0	0	12.7	14	0	8.5	0	0	21.5	0	0	0	0	0	2	0	0	17	1.7	0	0	9.3	13.5	11	2	0	63	0	0	4	28.3	0	20	14	3	0.5	0	8	12	0	0	4.3	0	5	0	35	8.3	0	0	0	17	0	18	17	0.3	6.5	19.3	0	0	0	1.7	27.5	0	0	0	9.5	12	28.5	39.5	1.3	11	15	6.5	5	0	0	16	10.5	2.5	0	9.5	2	0	18	0	15.5	0	0	0	0	4.7	0	0	4.5	0	18	0	0	3	0	25	6	4	21.7	0	2	38.3	15.3	0	12	0	10	2.7	7	0	1	0	9	4.3	0	14.3	8.5	54	10	0	4.7	0	0	28	0	0	0	13	4	0	2.3	0	0	0	0	0	4.5	16	1.7	3	16	29.7	0	13.5	0	0	0	6.5	7	0	0	0	4.3	1.7	2.5	10.7	0	9.5	0	47	18	9	0	0	1.5	6	0	4	4.7	12	11	3.7	27	4.5	10	6.5	3	0	6.5	2.5	21	0	4.7	0	1	0	5	0	0	1.5	5	0	9.5	0	71.3	0	14	0	13.3	0	6	16	0	0	7.5	4	2	0	12	17.5	0	0	0	2	13.5	0	22	12	3	46.5	3	9	0	0	5	31.5	0	13	0	0	1	14	0	0	0	0	0	0	8	5
344c29f4c3e4a33168b780a24edd8ec0	0	0	13.3	0	2	15.5	18	4	4.7	34	0	0	1.5	0	11.3	0	4	9	0	19	0	7.7	0	2	1	0	0	18	1	9	10.5	0	0	1.5	0	1	21	0	0	0	7	0	0	0	0	16.3	0	0	6.5	3	0	0	3.5	1.5	0	0	0	21.5	1.3	0	31.5	25	41	1	10.3	27.5	8.3	0	0	2	11	0	23.5	0	0	1.5	0	0	28.5	11	0	27.5	1	0	14	5.3	3	12.5	91.3	13	8	6	8.5	9	2	0	8	2.3	0	0	8.5	18	24	0	0	0	19	0	5.3	0	6	1.5	48.3	17	0	1	12	35	13.5	6	53	1.7	15.5	2.7	1	0	2.3	7	6	0	9	3.5	1.5	1	16	8.5	5.3	10	3	0	15.5	0	40.5	0	0	3	20.5	9.5	0	0	5	0	0	0	9.5	0	0	29.3	0	0	0	0	0	0	0	0	0	0	4	3	14	0	16.5	0	1.3	0	7.5	1	22	7	0	6.3	34.5	0	0	0	0	6.3	116	16	7	0	13.3	0	12.5	0	0	0	0	0	6	28	22.3	0	3	0	0	0	0	0	0	1	8.5	9.3	30	10.5	0	0	0	5	0	0	55	6	0	6.3	38	14.3	18.7	34.5	0	0	2.7	0	0	5	0	0	28	0	0	2	20	7	11	19.5	3.5	0	84	0	0	46.5	131	0	0	0	12	0	176	11.5	0	0.5	3.3	11	0	21.3	14	0	8	0	12.7	77	1	3.3	0	0	7	0	15	0	9	3	6.7	31	0	0	0	9	6	5	3	4.5	19.5	7.5	4	0	6	9	0	0	0	4	7	0	68	34.5	0	8	16	0	0	0
34d954d224d16d34beb9c45d92a61b53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35604d2327399f1f0bbb719ba67d4346	0	0	35.3	0	0	0	0	16	0	0	32.3	0	0	0	11	0.3	1.7	0	30.5	18	0	33.7	0	0	60.5	0	0	0	0	0	0	0	0	0	5	0	0	0	2	4	0	0	0	0	0	0	0	0	15	0	55.5	0	0	0	1.7	0	0	0	16	0	18.5	0	0	0	0	0	0	0	0	0	90	2.7	0	0	0	0	20	0	175.5	0	0	0	0	0	0	189	4.3	0	0	0	0	0	0	0	61	36.7	0	0	0	52	0	0	45	0	140	0	0	0	0	21	0	7	0	0	0	0	5.7	1	0	0	0	0	0	0	0	0	0	0	0.5	0	18	0	7.5	0	6	1.5	0	0	0	0	0	0	1.5	0	14.5	0	32.5	0	35	0	0	0	0	1	0	0	0	0	23.5	0	111.5	0	0	0	0	0	0	43	15.5	2.5	0	0	0	0	0	0	0	315	0	0	0	44.3	0	0	0	0	0	0	0	210	30	0	0	0	0	11	0	0	0	0	64	0	15	65	0	56.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	5.3	0	0	0	0	4	0	25	0	62	0	0	90	0	0	0	34	0	5	30	0	18.5	9	7	1	1.3	0	0	2.3	0	0	0	7.3	0	0	0	0	45	1	12.5	0	0	0	35	44.5	0	0	0	0	0	0	0	16.5	0	63	0	0	0	0	21	0	0	0	0	343	5.5	0	0	0	0	0	15
3588c49c17feed9ff7f78c164055644e	0	0.3	7	14	0	0	0	0	0	0	24	334	19.5	0	29.7	0	21.7	6	0	171	0	1	28	0.3	3	21	21.5	0	6	0	81	11	56	6	0	4	0	13	3.5	0	42.7	12	1	1.3	1.3	0	1	0	0	0	0	56	14.5	5.5	23	21	2	1	0	0	0	0	21	29.5	81.7	0	9.3	0	50	14.7	8.5	8	7.5	0	0	0	4	0	0	0	0	18	0	0	0	47.7	25	3.5	49.7	0	5	0	3	15	4	28	0	0	7.5	16	2	0	0	7.5	0	0	19	50.3	0	0	1.5	31.5	20	12.3	0	73	42	0.5	9.5	6.5	0	31	6.5	0	0	0	39.7	0	5	0	0	2	8.5	37	0	2.5	11	0	0	32	0	0	3.5	3	0	0	0	0	0	0	5.7	0	0	5.5	0	0	13	1.7	0	0	0	0	8.5	8	0	0	0	25	9	0	3.3	0	20.5	0	3	25.5	17.5	18.5	0	0	3	58.3	23	5.3	14	0	3	3.3	0	0	22	97	4.3	0	12	28.5	0	24	39	4	75	4.5	10.7	0	0	21.5	0	15	5.5	0	0	17	0	0.3	0	5.5	11.7	0	19	0	17	127.7	2	23.5	1.7	0	23.5	9.7	23	1	0.7	50	10.3	5	0	0	0	0	9.5	0	0	3.7	0	0	19	44	0	19.5	46	104	0	72.5	173	0	27.7	46.5	3	0	12	0.5	152	56.5	9.3	20	9.5	0	9.7	0	13	0	6.3	107	16	17.3	69	0	17	0	2.5	0	19	3	6	0	0	0	1	243	0	0	3	6.5	68	0	0	0	5	0	0	84	0	0	3	0	390	52	0	78	13.5	0	0	29
35d18f75fdb709d99237e47133b5aa6b	0	0	0	0	0	0	0	0	1.7	0	0	0	3	0	0	0	7	1.5	0	0	0	1	0	0	59.5	17	0	0	4.5	0	0	0	0	0	0	3	0	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.5	0	0	0	0	0	0	0	0	0	10	0	0	13	2	0	0	0	0	3.5	0	0	0	0	47	0	0	0	0	0	4	1.5	4	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0.5	0	0	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	17.7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	20.3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	4	17	0	0	0	5	0	0	0	0	0	0	0	6	21.5	4.5	0	0	7	0	0	0	0	0	17	0	0	0	0	0	0	10	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
35f5ee7c2e2f9f3bfc31c7b99a7642fb	0	0	0	0	0	0	0	22	0.7	0	0	0	0	0	7	0	0	20	0	0	0	0	0	6.7	0	1	0	0	0	0	0	0	0	6.5	18	0	0	0	0	8.5	0	1	0	5.3	0	0	0	0	6.5	6	6	4	0	0	0	1	0	0	0	36	3	22	0	45	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	35	0	0	5.3	0	0	0.3	0	0	0	0	0	1	0	0	0	0	0	0	0	18	0	7.5	0	3	0	10	0	0	0	0.5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7	1.5	0	0	0	1	10	3	1.5	7.3	7	0	3	10	0	5	0	3	0	0	0.5	0	0	0	0	3.5	0	4.5	0	0	0	0	0	0	0	0	0	86	10.5	0	0	0	0	0	1	0	0.7	0.3	10	25.5	0	2.3	0	0	0	0	0	0	17.3	0	2.3	66.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	10.5	12.7	0	1.5	0	0	0	0	0	1	0	1	8.3	0	3	3.7	4	0.5	1.3	0	1.3	0	0	0	14.5	0	0	0	0	0	0	2.7	14	0	0	0	0	0	0	1	0	0	0	0	0	0	13.5	0	0	28	0	0	0	0	24.3	0	3.7	0	0.3	4	19.7	3	0	0	0	0	1.5	0	0	0	11	0	0	5	9.5	0	0	0	16	38.5	1	0	15	0	0	0	0	0	0	0	0	14	0	0	0	29	0	0	0	0
3629392019f9950674afdce28400ef2a	0	0	0.3	1.5	0	0	0	0	0	0	0	0	10.5	0	0	0.7	2.3	1.5	0	0	0	0	0	0	0	3	5.5	0	10	0	4	7	0	0	0	0	0	2	0.5	0	0.3	0	0	3	0	2.3	2	0	0	0	0	3	0	1.5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	13.3	0	0.5	5.3	4.3	0	0	0	0	2.5	0	0	1	0.3	0	0	4.5	0	0	0	0	0	4.5	0	1	0	0	0	0	0.5	0	0	0	1	0	0	0	1.5	6.5	9	0	0.7	0	0	0	0	0	0	8	1	1	0	0.5	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1.7	0	0	0	10	0	0	2.3	0	9	6	0	0	0	0	0	0	0	0.5	0	0.7	0	0	10	0	0	2.5	0	0	0	0	0	1	0	0	0.7	4	3.3	0	8	0.7	1	0	0	0	0	0	0	0	0	0	0	0.7	3	0	33	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	1.7	0	2	0.7	1	0	10.7	0.7	0	0	0.7	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	5.5	0.5	0	6	0	0.7	0.5	0	0	0	2	0	0	3.3	0	1.5	0	2	0	0	0	0.7	0	0	0	4	0	0	1	3.5	1.5	1	0	1.3	0	0	0	0	6	0	1	7	1.5	0	0	0	0	0	3	0	8	18	0	3.5	0	0	0	0	0	0	0	0	81
36341d73b3e1a414bb4ba4d065e4d09b	0	3.3	3.3	5.5	0	0	0	0	0	3	0	0	17	0	0	0	12.7	6.5	0	17	0	0	0	2.3	0	0.7	0	0	18.5	0	12.5	14	0	0	0	3	0	0	0	0	5	9	0	0	0	0	11	0	0	0	0	5	0	0	0	0	18.5	3.5	0	0	0	0	0	50.5	58.3	4.5	0	11	0	0	5.5	6	0	0	0	0	11.5	0	0	0	0	15	0	0	0	35.7	14.7	0.5	1	0	0	4	1	0	0	0	0	1	0	0	1	0	7.5	0	4	0	10	15	0	0	0	48.5	7.3	0	2	0	30.7	6.5	0	2.5	20.5	0	0	0	6	0	0	0	0	0	11	0	0	0	6	0	1.3	24	0	8.5	1.5	0	23.5	0	18.5	5	28	22	0	0	1.7	0	12	3.5	10	0	0	11.7	0	0	0	0	14	0	0	7	0	4.5	0	1.5	4	14.3	0	0	0	0	0	57.5	0	0	0	0	13.5	0.3	0	0	67	0	0	0	0	41	3	0	9	0	13	0	0	1	0	0	2	0	0	12.5	9.3	0	12.5	0	0	3.7	5	0	5	47	0	0	0	0	0	19.3	0	12	0	0	7	0	36.3	0	0	78	0	17	0	0	3	0	16	0	4	34.3	3.5	14.3	8	0	0	15	0	14	10.5	0	0	91	59.3	0	0	0	26.5	1.5	0	34.5	5.3	24.5	16.5	0	0	0	18.7	0	0	41	3.3	8.7	3.5	0	14	0	0	0	8	4	0	0	0	1.5	3	0	0	0	3	0	3	5.5	0	0	0	5.5	0	11	0	0	0	0	19	0	0	0	0	0	9	24
3637a7097eed47cd1a076999ab264349	0	0	0	0	0	7.5	0	0	3.7	3	0	0	0	0	0	0	0	0	0	13	0	0	0	0	28	4.3	0	0	0	6	0	0	0	0	0	4	0	0	2.5	0	0	2.7	0	0	0	17.7	8	0	0	0	0	0	0	0.5	0	0	67.5	0	0	0	0	0	0	13.5	3.3	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.7	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0	0	5	0	3	0	0	0	0	0	0.5	0	2	0	0	15.5	0	0	0	218	0	22.5	0	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3.5	7.3	43.3	13	0	0	0	8	0	12.7	0	0	0	0	0	0	0	0	36.3	0	0	0	0	0	0	0	2	0	0	0	1.5	0	0	0	0	1.5	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	2	1	0	0	0	2	0	7	0	0	0	0	0	14	0	0	0	0	0	0	1.5	0	0	12.7	0	0	0	0	16.5	0	0	0	0	0	0	0	0	0	0	3	0	6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	5	0	0	0	0	0	14	0	1	0	0	0	0	0	0
36f33ef6745196f73a039ebead66ad8f	0	0	0	47	0	16.5	51	0	1.3	4	0	0	0	102.5	0	0	0	83	0	0	0	1.7	0	0	7.5	6	20.5	37	5	8	22.5	0	12	2.5	0	0	55	21.5	31.5	36.5	40.3	12.3	170.3	0	146	11	4	0	0	0	0	24	0	9	0	0	5.5	0	0	0	2.5	0	0	1.5	0	3.5	5.3	0	0	9	109.5	18.3	0	0.5	10	12	0	0	7.5	3	0	0	62.7	61.7	0	0	0	0	201.3	0	67	95	0	15	0	0	298	0	17.5	0	0	5.5	0	0	0	0	0	44.3	51.3	0	0	0	0	87.7	21	0	0	0	2	0	0	0	0	1.7	0	0	5	43.7	6.5	11	7	0	10.5	25	0.5	16	0	0	3	1	0	64	0	0	0	2	22	40.5	19	0	0.7	0	1	0	3.5	0	0	0	0	0	28	0	8	0	0	0	0	0	0	27.5	0	0	132	12.7	11.3	0	0	0	2	0	0	0	4	1.7	10.3	0.7	5	1.7	0	0	0	0	0	0	23.5	0	0	49	0	22.5	0	0	10	57	5.5	0	0	0	0	17	7	12.7	1.5	54	41	0	0	0	0	0	0	0	0	1.5	11	31.7	8	6.3	1	19.5	0	4	35.3	0	0	13	11.5	13	0	29	0	0	0	7.7	0	0	0	0	0	0.5	1.5	0	3	7	0	0	3	0	0	0	0	0	1.7	7	17.5	0	0	52	0	0	5.7	0	0	15	0	0	39	8.3	0	6	12.5	0	0	0	0	0	0	0	0	46	31	0	2	0	0	0	20	0	6	96	16	0	0	3	0	0	0	6	0	0	0	10
