logp	group
0.036637234	Erysipelotrichaceae_F6
0.026225806	Erysipelotrichaceae_F6
0.024338467	Erysipelotrichaceae_F6
0.019269623	Erysipelotrichaceae_F6
0.001653463	Erysipelotrichaceae_F6
3.878440156	Erysipelotrichaceae_F6
3.0266412	Erysipelotrichaceae_F6
0.101933339	Erysipelotrichaceae_F6
0.315423913	Erysipelotrichaceae_F6
2.27083521	Erysipelotrichaceae_F6
0.193616498	Erysipelotrichaceae_F6
0.333107789	Erysipelotrichaceae_F6
0.184754408	Erysipelotrichaceae_F6
0.439495585	Erysipelotrichaceae_F6
0.935542011	Erysipelotrichaceae_F6
0.689944262	Erysipelotrichaceae_F6
1.125170422	Erysipelotrichaceae_F6
0.750068243	Erysipelotrichaceae_F6
0.234182485	Erysipelotrichaceae_F6
0.054974799	Erysipelotrichaceae_F6
0.417028071	Erysipelotrichaceae_F6
1.297224922	Erysipelotrichaceae_F6
0.241618058	Erysipelotrichaceae_F6
0.226213555	Erysipelotrichaceae_F6
0.188626103	Erysipelotrichaceae_F6
0.400444409	Erysipelotrichaceae_F6
0.300856313	Erysipelotrichaceae_F6
0.006387442	Erysipelotrichaceae_F6
1.152797636	Erysipelotrichaceae_F6
0.367846516	Erysipelotrichaceae_F6
0.232844134	Erysipelotrichaceae_F6
0.299902295	Erysipelotrichaceae_F6
0.015877917	Erysipelotrichaceae_F6
0.919373513	Erysipelotrichaceae_F6
0.273435784	Erysipelotrichaceae_F6
0.39837452	Erysipelotrichaceae_F6
0.377061031	Erysipelotrichaceae_F6
0.07227044	Erysipelotrichaceae_F6
0.639974911	Erysipelotrichaceae_F6
0.162096055	Erysipelotrichaceae_F6
0.872247484	Erysipelotrichaceae_F6
0.149598852	Erysipelotrichaceae_F6
0.893129456	Erysipelotrichaceae_F6
0.218244625	Erysipelotrichaceae_F6
0.136736636	Erysipelotrichaceae_F6
0.698535927	Erysipelotrichaceae_F6
0.734710374	Erysipelotrichaceae_F6
0.521289244	Erysipelotrichaceae_F6
2.086822166	Erysipelotrichaceae_F6
0.283996656	Erysipelotrichaceae_F6
1.111034656	Erysipelotrichaceae_F6
0.483861423	Erysipelotrichaceae_F6
0.00515515	Erysipelotrichaceae_F6
0.143512787	Erysipelotrichaceae_F6
0.064291252	Erysipelotrichaceae_F6
0.138167002	Erysipelotrichaceae_F6
0.49757288	Erysipelotrichaceae_F6
0.439734602	Erysipelotrichaceae_F6
0.156642622	Erysipelotrichaceae_F6
0.056505484	Erysipelotrichaceae_F6
0.038958783	Erysipelotrichaceae_F6
0.386369565	Erysipelotrichaceae_F6
0.427476902	Erysipelotrichaceae_F6
0.340939928	Erysipelotrichaceae_F6
0.189633046	Erysipelotrichaceae_F6
0.048565334	Erysipelotrichaceae_F6
0.824198367	Erysipelotrichaceae_F6
0.243972787	Erysipelotrichaceae_F6
0.026456531	Erysipelotrichaceae_F6
0.388276692	Erysipelotrichaceae_F6
0.343135508	Erysipelotrichaceae_F6
0.470826397	Erysipelotrichaceae_F6
0.51413667	Erysipelotrichaceae_F6
1.807990407	Erysipelotrichaceae_F6
1.131884795	Erysipelotrichaceae_F6
0.881074247	Erysipelotrichaceae_F6
1.493359694	Erysipelotrichaceae_F6
0.052125345	Erysipelotrichaceae_F6
0.181312337	Erysipelotrichaceae_F6
0.359518563	Erysipelotrichaceae_F6
1.487849463	Erysipelotrichaceae_F6
1.429807439	p-75-a5_F6
1.113791376	p-75-a5_F6
0.852942329	p-75-a5_F6
0.668167956	p-75-a5_F6
0.660151217	p-75-a5_F6
0.647431614	p-75-a5_F6
0.634699251	p-75-a5_F6
0.622147581	p-75-a5_F6
0.511167366	p-75-a5_F6
0.433916216	p-75-a5_F6
0.203564441	p-75-a5_F6
0.187353984	p-75-a5_F6
0.160082224	p-75-a5_F6
0.417028071	p-75-a5_F6
1.297224922	p-75-a5_F6
0.241618058	p-75-a5_F6
0.39837452	p-75-a5_F6
0.872247484	p-75-a5_F6
0.698535927	p-75-a5_F6
2.086822166	p-75-a5_F6
0.470826397	p-75-a5_F6
0.51413667	p-75-a5_F6
1.807990407	p-75-a5_F6
1.131884795	p-75-a5_F6
0.881074247	p-75-a5_F6
1.493359694	p-75-a5_F6
4.045275209	Other-bacteria_F6
3.733063089	Other-bacteria_F6
3.316142795	Other-bacteria_F6
3.175223538	Other-bacteria_F6
2.982966661	Other-bacteria_F6
2.819014419	Other-bacteria_F6
2.742321425	Other-bacteria_F6
2.720789487	Other-bacteria_F6
2.705533774	Other-bacteria_F6
2.620331966	Other-bacteria_F6
2.591760035	Other-bacteria_F6
2.51698358	Other-bacteria_F6
2.468648835	Other-bacteria_F6
2.434270212	Other-bacteria_F6
2.431211788	Other-bacteria_F6
2.386475297	Other-bacteria_F6
2.3796557	Other-bacteria_F6
2.377371574	Other-bacteria_F6
2.363612414	Other-bacteria_F6
2.274660184	Other-bacteria_F6
2.259400487	Other-bacteria_F6
2.230918213	Other-bacteria_F6
2.221776373	Other-bacteria_F6
2.2153114	Other-bacteria_F6
2.21502629	Other-bacteria_F6
2.19859629	Other-bacteria_F6
2.179076412	Other-bacteria_F6
2.167299529	Other-bacteria_F6
2.161213855	Other-bacteria_F6
2.128894299	Other-bacteria_F6
2.095879787	Other-bacteria_F6
2.088789107	Other-bacteria_F6
2.067374056	Other-bacteria_F6
2.063435995	Other-bacteria_F6
2.049343117	Other-bacteria_F6
2.038531445	Other-bacteria_F6
2.013631406	Other-bacteria_F6
2.004057837	Other-bacteria_F6
1.984640245	Other-bacteria_F6
1.98254927	Other-bacteria_F6
1.98088371	Other-bacteria_F6
1.971022295	Other-bacteria_F6
1.961379838	Other-bacteria_F6
1.945004138	Other-bacteria_F6
1.944239535	Other-bacteria_F6
1.941194513	Other-bacteria_F6
1.920818754	Other-bacteria_F6
1.918652692	Other-bacteria_F6
1.901702464	Other-bacteria_F6
1.894149326	Other-bacteria_F6
1.888737486	Other-bacteria_F6
1.885722703	Other-bacteria_F6
1.877784122	Other-bacteria_F6
1.873868593	Other-bacteria_F6
1.872895202	Other-bacteria_F6
1.860435734	Other-bacteria_F6
1.842543232	Other-bacteria_F6
1.835052627	Other-bacteria_F6
1.811634074	Other-bacteria_F6
1.799970733	Other-bacteria_F6
1.799149502	Other-bacteria_F6
1.795880017	Other-bacteria_F6
1.787812396	Other-bacteria_F6
1.783570169	Other-bacteria_F6
1.775208044	Other-bacteria_F6
1.773400095	Other-bacteria_F6
1.769295686	Other-bacteria_F6
1.762456262	Other-bacteria_F6
1.755722879	Other-bacteria_F6
1.753747688	Other-bacteria_F6
1.751781439	Other-bacteria_F6
1.743522794	Other-bacteria_F6
1.743282254	Other-bacteria_F6
1.73754891	Other-bacteria_F6
1.736837535	Other-bacteria_F6
1.723078868	Other-bacteria_F6
1.723078868	Other-bacteria_F6
1.717604495	Other-bacteria_F6
1.711303739	Other-bacteria_F6
1.698535927	Other-bacteria_F6
1.693574972	Other-bacteria_F6
1.691862621	Other-bacteria_F6
1.689094371	Other-bacteria_F6
1.687188174	Other-bacteria_F6
1.682145511	Other-bacteria_F6
1.681102285	Other-bacteria_F6
1.680893941	Other-bacteria_F6
1.679230772	Other-bacteria_F6
1.67592342	Other-bacteria_F6
1.66735959	Other-bacteria_F6
1.660151217	Other-bacteria_F6
1.659357622	Other-bacteria_F6
1.657379957	Other-bacteria_F6
1.655411257	Other-bacteria_F6
1.651111277	Other-bacteria_F6
1.648783655	Other-bacteria_F6
1.647431614	Other-bacteria_F6
1.645123577	Other-bacteria_F6
1.64054398	Other-bacteria_F6
1.639406586	Other-bacteria_F6
1.638272164	Other-bacteria_F6
1.638083381	Other-bacteria_F6
1.637706062	Other-bacteria_F6
1.637140697	Other-bacteria_F6
1.633017024	Other-bacteria_F6
1.632085261	Other-bacteria_F6
1.627087997	Other-bacteria_F6
1.623423043	Other-bacteria_F6
1.620694482	Other-bacteria_F6
1.613322716	Other-bacteria_F6
1.610833916	Other-bacteria_F6
1.609418121	Other-bacteria_F6
1.608359297	Other-bacteria_F6
1.607654845	Other-bacteria_F6
1.602581458	Other-bacteria_F6
1.60153915	Other-bacteria_F6
1.600326279	Other-bacteria_F6
1.598082749	Other-bacteria_F6
1.595166283	Other-bacteria_F6
1.595166283	Other-bacteria_F6
1.594995335	Other-bacteria_F6
1.593971055	Other-bacteria_F6
1.590574131	Other-bacteria_F6
1.589897923	Other-bacteria_F6
1.586197483	Other-bacteria_F6
1.583359493	Other-bacteria_F6
1.581864502	Other-bacteria_F6
1.577082019	Other-bacteria_F6
1.57626275	Other-bacteria_F6
1.573163546	Other-bacteria_F6
1.572676214	Other-bacteria_F6
1.570732334	Other-bacteria_F6
1.570570736	Other-bacteria_F6
1.56082526	Other-bacteria_F6
1.560036064	Other-bacteria_F6
1.5592483	Other-bacteria_F6
1.554863031	Other-bacteria_F6
1.553307534	Other-bacteria_F6
1.546987609	Other-bacteria_F6
1.542420853	Other-bacteria_F6
1.542118103	Other-bacteria_F6
1.537302592	Other-bacteria_F6
1.536107011	Other-bacteria_F6
1.525346747	Other-bacteria_F6
1.524038411	Other-bacteria_F6
1.518700727	Other-bacteria_F6
1.517698233	Other-bacteria_F6
1.515842576	Other-bacteria_F6
1.513711239	Other-bacteria_F6
1.511590311	Other-bacteria_F6
1.510463371	Other-bacteria_F6
1.510182092	Other-bacteria_F6
1.508218224	Other-bacteria_F6
1.503347061	Other-bacteria_F6
1.503347061	Other-bacteria_F6
1.495937117	Other-bacteria_F6
1.495801081	Other-bacteria_F6
1.489589052	Other-bacteria_F6
1.489320969	Other-bacteria_F6
1.488785299	Other-bacteria_F6
1.478861916	Other-bacteria_F6
1.478600372	Other-bacteria_F6
1.475733731	Other-bacteria_F6
1.472627917	Other-bacteria_F6
1.471983659	Other-bacteria_F6
1.471340355	Other-bacteria_F6
1.471340355	Other-bacteria_F6
1.464832515	Other-bacteria_F6
1.464326197	Other-bacteria_F6
1.458795309	Other-bacteria_F6
1.454940415	Other-bacteria_F6
1.453457337	Other-bacteria_F6
1.447818661	Other-bacteria_F6
1.439137305	Other-bacteria_F6
1.436637591	Other-bacteria_F6
1.43628166	Other-bacteria_F6
1.435926021	Other-bacteria_F6
1.435097327	Other-bacteria_F6
1.434742657	Other-bacteria_F6
1.430392032	Other-bacteria_F6
1.42666416	Other-bacteria_F6
1.425158805	Other-bacteria_F6
1.419987887	Other-bacteria_F6
1.419987887	Other-bacteria_F6
1.413637777	Other-bacteria_F6
1.412962882	Other-bacteria_F6
1.410832609	Other-bacteria_F6
1.407379179	Other-bacteria_F6
1.404834585	Other-bacteria_F6
1.401975928	Other-bacteria_F6
1.395773947	Other-bacteria_F6
1.395773947	Other-bacteria_F6
1.393081474	Other-bacteria_F6
1.392009141	Other-bacteria_F6
1.391367011	Other-bacteria_F6
1.382999659	Other-bacteria_F6
1.381115515	Other-bacteria_F6
1.371713269	Other-bacteria_F6
1.37089635	Other-bacteria_F6
1.369775589	Other-bacteria_F6
1.366733589	Other-bacteria_F6
1.365623506	Other-bacteria_F6
1.365119859	Other-bacteria_F6
1.364717362	Other-bacteria_F6
1.363712748	Other-bacteria_F6
1.353008463	Other-bacteria_F6
1.351932871	Other-bacteria_F6
1.349498205	Other-bacteria_F6
1.346690987	Other-bacteria_F6
1.341416285	Other-bacteria_F6
1.340939928	Other-bacteria_F6
1.340654364	Other-bacteria_F6
1.338944915	Other-bacteria_F6
1.336770365	Other-bacteria_F6
1.336770365	Other-bacteria_F6
1.334512819	Other-bacteria_F6
1.333294864	Other-bacteria_F6
1.332920795	Other-bacteria_F6
1.33170729	Other-bacteria_F6
1.331148352	Other-bacteria_F6
1.329012397	Other-bacteria_F6
1.329012397	Other-bacteria_F6
1.32670256	Other-bacteria_F6
1.323946875	Other-bacteria_F6
1.322393047	Other-bacteria_F6
1.322028247	Other-bacteria_F6
1.317945223	Other-bacteria_F6
1.317584138	Other-bacteria_F6
1.305921538	Other-bacteria_F6
1.305219364	Other-bacteria_F6
1.304868702	Other-bacteria_F6
1.302421966	Other-bacteria_F6
1.299555899	Other-bacteria_F6
1.299382804	Other-bacteria_F6
1.298086789	Other-bacteria_F6
1.293623644	Other-bacteria_F6
1.293367549	Other-bacteria_F6
1.287434472	Other-bacteria_F6
1.282912275	Other-bacteria_F6
1.282495925	Other-bacteria_F6
1.280254507	Other-bacteria_F6
1.274251667	Other-bacteria_F6
1.273761953	Other-bacteria_F6
1.270268405	Other-bacteria_F6
1.26744542	Other-bacteria_F6
1.26744542	Other-bacteria_F6
1.265280158	Other-bacteria_F6
1.263444153	Other-bacteria_F6
1.261774552	Other-bacteria_F6
1.258927228	Other-bacteria_F6
1.258690791	Other-bacteria_F6
1.258218304	Other-bacteria_F6
1.250186415	Other-bacteria_F6
1.250031916	Other-bacteria_F6
1.249877473	Other-bacteria_F6
1.249800272	Other-bacteria_F6
1.249568751	Other-bacteria_F6
1.247030135	Other-bacteria_F6
1.246493543	Other-bacteria_F6
1.244430019	Other-bacteria_F6
1.240936812	Other-bacteria_F6
1.240861184	Other-bacteria_F6
1.236572006	Other-bacteria_F6
1.234182485	Other-bacteria_F6
1.232473101	Other-bacteria_F6
1.231361899	Other-bacteria_F6
1.230105964	Other-bacteria_F6
1.230105964	Other-bacteria_F6
1.229221604	Other-bacteria_F6
1.226213555	Other-bacteria_F6
1.223734782	Other-bacteria_F6
1.223734782	Other-bacteria_F6
1.222283261	Other-bacteria_F6
1.219826756	Other-bacteria_F6
1.217240807	Other-bacteria_F6
1.216453718	Other-bacteria_F6
1.216453718	Other-bacteria_F6
1.216453718	Other-bacteria_F6
1.212397854	Other-bacteria_F6
1.210630846	Other-bacteria_F6
1.210278306	Other-bacteria_F6
1.208660296	Other-bacteria_F6
1.208660296	Other-bacteria_F6
1.208519884	Other-bacteria_F6
1.208309351	Other-bacteria_F6
1.207468238	Other-bacteria_F6
1.205093893	Other-bacteria_F6
1.204606665	Other-bacteria_F6
1.204537106	Other-bacteria_F6
1.202871012	Other-bacteria_F6
1.198802166	Other-bacteria_F6
1.197431502	Other-bacteria_F6
1.195928751	Other-bacteria_F6
1.195519811	Other-bacteria_F6
1.194771086	Other-bacteria_F6
1.194635093	Other-bacteria_F6
1.194295296	Other-bacteria_F6
1.194295296	Other-bacteria_F6
1.193277497	Other-bacteria_F6
1.191316491	Other-bacteria_F6
1.190777078	Other-bacteria_F6
1.188223978	Other-bacteria_F6
1.1856858	Other-bacteria_F6
1.185219854	Other-bacteria_F6
1.179798541	Other-bacteria_F6
1.176134691	Other-bacteria_F6
1.175874166	Other-bacteria_F6
1.174833628	Other-bacteria_F6
1.173730781	Other-bacteria_F6
1.172630727	Other-bacteria_F6
1.172114017	Other-bacteria_F6
1.165388579	Other-bacteria_F6
1.164943898	Other-bacteria_F6
1.16475346	Other-bacteria_F6
1.162159138	Other-bacteria_F6
1.162032982	Other-bacteria_F6
1.161591722	Other-bacteria_F6
1.161465729	Other-bacteria_F6
1.158828306	Other-bacteria_F6
1.158577956	Other-bacteria_F6
1.157890237	Other-bacteria_F6
1.156020156	Other-bacteria_F6
1.154964006	Other-bacteria_F6
1.154467883	Other-bacteria_F6
1.153848523	Other-bacteria_F6
1.153539175	Other-bacteria_F6
1.152303979	Other-bacteria_F6
1.151934105	Other-bacteria_F6
1.150089442	Other-bacteria_F6
1.150028088	Other-bacteria_F6
1.148069321	Other-bacteria_F6
1.145815456	Other-bacteria_F6
1.145268983	Other-bacteria_F6
1.140201453	Other-bacteria_F6
1.135488919	Other-bacteria_F6
1.134777544	Other-bacteria_F6
1.133535434	Other-bacteria_F6
1.133358279	Other-bacteria_F6
1.130240405	Other-bacteria_F6
1.129888845	Other-bacteria_F6
1.12947905	Other-bacteria_F6
1.128952739	Other-bacteria_F6
1.128427064	Other-bacteria_F6
1.126853849	Other-bacteria_F6
1.12482294	Other-bacteria_F6
1.124707175	Other-bacteria_F6
1.121938019	Other-bacteria_F6
1.117247844	Other-bacteria_F6
1.116565706	Other-bacteria_F6
1.11650891	Other-bacteria_F6
1.116452121	Other-bacteria_F6
1.115714538	Other-bacteria_F6
1.113734941	Other-bacteria_F6
1.1123827	Other-bacteria_F6
1.107794054	Other-bacteria_F6
1.106904334	Other-bacteria_F6
1.106404666	Other-bacteria_F6
1.106404666	Other-bacteria_F6
1.105739336	Other-bacteria_F6
1.099742142	Other-bacteria_F6
1.099305226	Other-bacteria_F6
1.099250642	Other-bacteria_F6
1.09669292	Other-bacteria_F6
