kinship	microbiome	group	group2
0.124183147	0.867931551	F6_D25	D25
0.15037473	0.850281293	F6_D25	D25
0.168408568	0.740941343	F6_D25	D25
0.149598753	0.720024039	F6_D25	D25
0.148162144	0.564051761	F6_D25	D25
0.108310281	0.526639915	F6_D25	D25
0.129710346	0.861484222	F6_D25	D25
0.134612536	0.875170933	F6_D25	D25
0.148162144	0.564051761	F6_D25	D25
0.138668272	0.46975695	F6_D25	D25
0.134252078	0.76910584	F6_D25	D25
0.119385814	0.861183879	F6_D25	D25
0.108310281	0.526639915	F6_D25	D25
0.138668272	0.46975695	F6_D25	D25
0.129606957	0.859080597	F6_D25	D25
0.124487135	0.89291227	F6_D25	D25
0.129710346	0.861484222	F6_D25	D25
0.134252078	0.76910584	F6_D25	D25
0.129606957	0.859080597	F6_D25	D25
0.123622717	0.858912954	F6_D25	D25
0.134612536	0.875170933	F6_D25	D25
0.119385814	0.861183879	F6_D25	D25
0.124487135	0.89291227	F6_D25	D25
0.123622717	0.858912954	F6_D25	D25
0.106614552	0.804726716	F6_D25	D25
0.155740741	0.613384967	F6_D25	D25
0.164986999	0.756809925	F6_D25	D25
0.139177135	0.644375473	F6_D25	D25
0.106614552	0.804726716	F6_D25	D25
0.125288091	0.809163471	F6_D25	D25
0.109389192	0.681398628	F6_D25	D25
0.132759161	0.455406116	F6_D25	D25
0.155740741	0.613384967	F6_D25	D25
0.125288091	0.809163471	F6_D25	D25
0.158027837	0.81976758	F6_D25	D25
0.128229809	0.766258394	F6_D25	D25
0.164986999	0.756809925	F6_D25	D25
0.109389192	0.681398628	F6_D25	D25
0.158027837	0.81976758	F6_D25	D25
0.150392904	0.675170262	F6_D25	D25
0.139177135	0.644375473	F6_D25	D25
0.132759161	0.455406116	F6_D25	D25
0.128229809	0.766258394	F6_D25	D25
0.150392904	0.675170262	F6_D25	D25
0.141781765	0.785524196	F6_D25	D25
0.129125963	0.797320085	F6_D25	D25
0.141781765	0.785524196	F6_D25	D25
0.133469786	0.794219632	F6_D25	D25
0.129125963	0.797320085	F6_D25	D25
0.133469786	0.794219632	F6_D25	D25
0.103515592	0.893656629	F6_D25	D25
0.103515592	0.893656629	F6_D25	D25
0.13840992	0.716700404	F6_D25	D25
0.12763892	0.725334453	F6_D25	D25
0.13840992	0.716700404	F6_D25	D25
0.148726567	0.787691002	F6_D25	D25
0.12763892	0.725334453	F6_D25	D25
0.148726567	0.787691002	F6_D25	D25
0.139675511	0.895699322	F6_D25	D25
0.153098823	0.655429216	F6_D25	D25
0.139675511	0.895699322	F6_D25	D25
0.171957636	0.820237014	F6_D25	D25
0.153098823	0.655429216	F6_D25	D25
0.171957636	0.820237014	F6_D25	D25
0.161027353	0.697112897	F6_D25	D25
0.147360073	0.735905647	F6_D25	D25
0.135323095	0.777708758	F6_D25	D25
0.161027353	0.697112897	F6_D25	D25
0.163049002	0.63852954	F6_D25	D25
0.187985344	0.616686987	F6_D25	D25
0.147360073	0.735905647	F6_D25	D25
0.163049002	0.63852954	F6_D25	D25
0.166117752	0.639607726	F6_D25	D25
0.135323095	0.777708758	F6_D25	D25
0.187985344	0.616686987	F6_D25	D25
0.166117752	0.639607726	F6_D25	D25
0.14920246	0.696007933	F6_D25	D25
0.14920246	0.696007933	F6_D25	D25
0.136134762	0.621797617	F6_D25	D25
0.136134762	0.621797617	F6_D25	D25
0.134775042	0.74843136	F6_D25	D25
0.096119529	0.760197777	F6_D25	D25
0.126289067	0.634371778	F6_D25	D25
0.095236528	0.777495281	F6_D25	D25
0.134775042	0.74843136	F6_D25	D25
0.114045367	0.74180691	F6_D25	D25
0.118422437	0.680565624	F6_D25	D25
0.126961112	0.783660346	F6_D25	D25
0.096119529	0.760197777	F6_D25	D25
0.114045367	0.74180691	F6_D25	D25
0.133145223	0.741415776	F6_D25	D25
0.135549174	0.733803813	F6_D25	D25
0.126289067	0.634371778	F6_D25	D25
0.118422437	0.680565624	F6_D25	D25
0.133145223	0.741415776	F6_D25	D25
0.1503537	0.818282003	F6_D25	D25
0.095236528	0.777495281	F6_D25	D25
0.126961112	0.783660346	F6_D25	D25
0.135549174	0.733803813	F6_D25	D25
0.1503537	0.818282003	F6_D25	D25
0.134747481	0.708113199	F6_D25	D25
0.156123516	0.694568598	F6_D25	D25
0.134747481	0.708113199	F6_D25	D25
0.09872957	0.84386868	F6_D25	D25
0.156123516	0.694568598	F6_D25	D25
0.09872957	0.84386868	F6_D25	D25
0.132835206	0.716432081	F6_D25	D25
0.132835206	0.716432081	F6_D25	D25
0.173896553	0.660922658	F6_D25	D25
0.173896553	0.660922658	F6_D25	D25
0.155770822	0.628250149	F6_D25	D25
0.109170685	0.56518271	F6_D25	D25
0.137380678	0.611926177	F6_D25	D25
0.153789699	0.680170411	F6_D25	D25
0.145134903	0.70528612	F6_D25	D25
0.155770822	0.628250149	F6_D25	D25
0.109094232	0.565720161	F6_D25	D25
0.163485966	0.643638745	F6_D25	D25
0.161806464	0.561488338	F6_D25	D25
0.148491431	0.685190654	F6_D25	D25
0.109170685	0.56518271	F6_D25	D25
0.109094232	0.565720161	F6_D25	D25
0.089456968	0.54954892	F6_D25	D25
0.105171603	0.435196325	F6_D25	D25
0.145488787	0.594383828	F6_D25	D25
0.137380678	0.611926177	F6_D25	D25
0.163485966	0.643638745	F6_D25	D25
0.089456968	0.54954892	F6_D25	D25
0.140162543	0.563442233	F6_D25	D25
0.122797189	0.682475466	F6_D25	D25
0.153789699	0.680170411	F6_D25	D25
0.161806464	0.561488338	F6_D25	D25
0.105171603	0.435196325	F6_D25	D25
0.140162543	0.563442233	F6_D25	D25
0.160910418	0.535258075	F6_D25	D25
0.145134903	0.70528612	F6_D25	D25
0.148491431	0.685190654	F6_D25	D25
0.145488787	0.594383828	F6_D25	D25
0.122797189	0.682475466	F6_D25	D25
0.160910418	0.535258075	F6_D25	D25
0.109545668	0.734210549	F6_D240	D240
0.109545668	0.734210549	F6_D240	D240
0.159500402	0.437602309	F6_D240	D240
0.159553215	0.600375025	F6_D240	D240
0.175987905	0.517686286	F6_D240	D240
0.142206749	0.467032578	F6_D240	D240
0.170169738	0.574799807	F6_D240	D240
0.173017017	0.45570621	F6_D240	D240
0.142226403	0.516086755	F6_D240	D240
0.141553085	0.511909049	F6_D240	D240
0.159500402	0.437602309	F6_D240	D240
0.141932082	0.584694633	F6_D240	D240
0.177478392	0.465811679	F6_D240	D240
0.168888546	0.576129884	F6_D240	D240
0.133143568	0.611528161	F6_D240	D240
0.156220794	0.4999865	F6_D240	D240
0.137350093	0.544910496	F6_D240	D240
0.148755203	0.380276057	F6_D240	D240
0.159553215	0.600375025	F6_D240	D240
0.141932082	0.584694633	F6_D240	D240
0.177821281	0.450175483	F6_D240	D240
0.140318363	0.580726727	F6_D240	D240
0.160884608	0.480221668	F6_D240	D240
0.156697833	0.460513612	F6_D240	D240
0.166959242	0.439898325	F6_D240	D240
0.144872808	0.532739554	F6_D240	D240
0.175987905	0.517686286	F6_D240	D240
0.177478392	0.465811679	F6_D240	D240
0.177821281	0.450175483	F6_D240	D240
0.182517117	0.526521189	F6_D240	D240
0.187650815	0.529729016	F6_D240	D240
0.178540599	0.44088628	F6_D240	D240
0.156879749	0.402951226	F6_D240	D240
0.183994116	0.454115705	F6_D240	D240
0.142206749	0.467032578	F6_D240	D240
0.168888546	0.576129884	F6_D240	D240
0.140318363	0.580726727	F6_D240	D240
0.182517117	0.526521189	F6_D240	D240
0.140447256	0.529925423	F6_D240	D240
0.145698792	0.479587306	F6_D240	D240
0.17908336	0.510022464	F6_D240	D240
0.159464409	0.55536545	F6_D240	D240
0.170169738	0.574799807	F6_D240	D240
0.133143568	0.611528161	F6_D240	D240
0.160884608	0.480221668	F6_D240	D240
0.187650815	0.529729016	F6_D240	D240
0.140447256	0.529925423	F6_D240	D240
0.160901189	0.464588821	F6_D240	D240
0.156493688	0.467600196	F6_D240	D240
0.177878252	0.555483185	F6_D240	D240
0.173017017	0.45570621	F6_D240	D240
0.156220794	0.4999865	F6_D240	D240
0.156697833	0.460513612	F6_D240	D240
0.178540599	0.44088628	F6_D240	D240
0.145698792	0.479587306	F6_D240	D240
0.160901189	0.464588821	F6_D240	D240
0.181168434	0.409808624	F6_D240	D240
0.153554942	0.505136408	F6_D240	D240
0.142226403	0.516086755	F6_D240	D240
0.137350093	0.544910496	F6_D240	D240
0.166959242	0.439898325	F6_D240	D240
0.156879749	0.402951226	F6_D240	D240
0.17908336	0.510022464	F6_D240	D240
0.156493688	0.467600196	F6_D240	D240
0.181168434	0.409808624	F6_D240	D240
0.181659801	0.512016938	F6_D240	D240
0.141553085	0.511909049	F6_D240	D240
0.148755203	0.380276057	F6_D240	D240
0.144872808	0.532739554	F6_D240	D240
0.183994116	0.454115705	F6_D240	D240
0.159464409	0.55536545	F6_D240	D240
0.177878252	0.555483185	F6_D240	D240
0.153554942	0.505136408	F6_D240	D240
0.181659801	0.512016938	F6_D240	D240
0.179912547	0.447457563	F6_D240	D240
0.130525306	0.497166558	F6_D240	D240
0.144838867	0.382113307	F6_D240	D240
0.131170055	0.473035176	F6_D240	D240
0.179912547	0.447457563	F6_D240	D240
0.14090322	0.531843551	F6_D240	D240
0.133843239	0.427389238	F6_D240	D240
0.129305992	0.502078691	F6_D240	D240
0.130525306	0.497166558	F6_D240	D240
0.14090322	0.531843551	F6_D240	D240
0.124619848	0.399684449	F6_D240	D240
0.204021454	0.401479341	F6_D240	D240
0.144838867	0.382113307	F6_D240	D240
0.133843239	0.427389238	F6_D240	D240
0.124619848	0.399684449	F6_D240	D240
0.125363454	0.380249149	F6_D240	D240
0.131170055	0.473035176	F6_D240	D240
0.129305992	0.502078691	F6_D240	D240
0.204021454	0.401479341	F6_D240	D240
0.125363454	0.380249149	F6_D240	D240
0.152799058	0.442979979	F6_D240	D240
0.147826516	0.548842167	F6_D240	D240
0.152799058	0.442979979	F6_D240	D240
0.119192025	0.537068888	F6_D240	D240
0.147826516	0.548842167	F6_D240	D240
0.119192025	0.537068888	F6_D240	D240
0.132142243	0.436260326	F6_D240	D240
0.140417393	0.540403004	F6_D240	D240
0.158256427	0.445544559	F6_D240	D240
0.152776767	0.373736929	F6_D240	D240
0.149181719	0.449113	F6_D240	D240
0.179237964	0.395440272	F6_D240	D240
0.152412308	0.497624533	F6_D240	D240
0.132142243	0.436260326	F6_D240	D240
0.160933457	0.435673707	F6_D240	D240
0.184385189	0.361650895	F6_D240	D240
0.151154789	0.38140977	F6_D240	D240
0.140704815	0.450388044	F6_D240	D240
0.151147946	0.438830064	F6_D240	D240
0.17243694	0.438515211	F6_D240	D240
0.140417393	0.540403004	F6_D240	D240
0.160933457	0.435673707	F6_D240	D240
0.143115585	0.501830977	F6_D240	D240
0.147261589	0.457015871	F6_D240	D240
0.157901652	0.406863592	F6_D240	D240
0.185414047	0.531901857	F6_D240	D240
0.159480995	0.463322308	F6_D240	D240
0.158256427	0.445544559	F6_D240	D240
0.184385189	0.361650895	F6_D240	D240
0.143115585	0.501830977	F6_D240	D240
0.135813487	0.392980691	F6_D240	D240
0.127508256	0.425981416	F6_D240	D240
0.183540095	0.421583603	F6_D240	D240
0.161361696	0.347436941	F6_D240	D240
0.152776767	0.373736929	F6_D240	D240
0.151154789	0.38140977	F6_D240	D240
0.147261589	0.457015871	F6_D240	D240
0.135813487	0.392980691	F6_D240	D240
0.15511788	0.357778476	F6_D240	D240
0.163464926	0.334207667	F6_D240	D240
0.163677475	0.42261711	F6_D240	D240
0.149181719	0.449113	F6_D240	D240
0.140704815	0.450388044	F6_D240	D240
0.157901652	0.406863592	F6_D240	D240
0.127508256	0.425981416	F6_D240	D240
0.15511788	0.357778476	F6_D240	D240
0.165659115	0.417803975	F6_D240	D240
0.156790859	0.415673702	F6_D240	D240
0.179237964	0.395440272	F6_D240	D240
0.151147946	0.438830064	F6_D240	D240
0.185414047	0.531901857	F6_D240	D240
0.183540095	0.421583603	F6_D240	D240
0.163464926	0.334207667	F6_D240	D240
0.165659115	0.417803975	F6_D240	D240
0.193884387	0.43336246	F6_D240	D240
0.152412308	0.497624533	F6_D240	D240
0.17243694	0.438515211	F6_D240	D240
0.159480995	0.463322308	F6_D240	D240
0.161361696	0.347436941	F6_D240	D240
0.163677475	0.42261711	F6_D240	D240
0.156790859	0.415673702	F6_D240	D240
0.193884387	0.43336246	F6_D240	D240
0.156264436	0.378972379	F6_D240	D240
0.160959232	0.413201009	F6_D240	D240
0.165971893	0.356704055	F6_D240	D240
0.147857059	0.403510381	F6_D240	D240
0.156264436	0.378972379	F6_D240	D240
0.171641476	0.460197597	F6_D240	D240
0.17693171	0.409767602	F6_D240	D240
0.148633288	0.489181839	F6_D240	D240
0.160959232	0.413201009	F6_D240	D240
0.171641476	0.460197597	F6_D240	D240
0.169346121	0.369204179	F6_D240	D240
0.150298885	0.376209595	F6_D240	D240
0.165971893	0.356704055	F6_D240	D240
0.17693171	0.409767602	F6_D240	D240
0.169346121	0.369204179	F6_D240	D240
0.126594161	0.417520699	F6_D240	D240
0.147857059	0.403510381	F6_D240	D240
0.148633288	0.489181839	F6_D240	D240
0.150298885	0.376209595	F6_D240	D240
0.126594161	0.417520699	F6_D240	D240
0.137451867	0.62973924	F6_D240	D240
0.12248572	0.628683952	F6_D240	D240
0.149845174	0.595878652	F6_D240	D240
0.141059346	0.455457392	F6_D240	D240
0.127181838	0.598838178	F6_D240	D240
0.125804623	0.54905917	F6_D240	D240
0.163638788	0.574835533	F6_D240	D240
0.137451867	0.62973924	F6_D240	D240
0.129974792	0.425382464	F6_D240	D240
0.157691678	0.391783519	F6_D240	D240
0.154769164	0.501948152	F6_D240	D240
0.130972576	0.476216251	F6_D240	D240
0.124926253	0.525216383	F6_D240	D240
0.143408657	0.454558401	F6_D240	D240
0.12248572	0.628683952	F6_D240	D240
0.129974792	0.425382464	F6_D240	D240
0.112095997	0.408212534	F6_D240	D240
0.137884148	0.472938302	F6_D240	D240
0.170229791	0.418572192	F6_D240	D240
0.188796653	0.464187029	F6_D240	D240
0.14745212	0.392050466	F6_D240	D240
0.149845174	0.595878652	F6_D240	D240
0.157691678	0.391783519	F6_D240	D240
0.112095997	0.408212534	F6_D240	D240
0.158368063	0.462025616	F6_D240	D240
0.158452336	0.417422529	F6_D240	D240
0.134514356	0.457112152	F6_D240	D240
0.135423299	0.418215306	F6_D240	D240
0.141059346	0.455457392	F6_D240	D240
0.154769164	0.501948152	F6_D240	D240
0.137884148	0.472938302	F6_D240	D240
0.158368063	0.462025616	F6_D240	D240
0.15836833	0.488731675	F6_D240	D240
0.153905071	0.438087743	F6_D240	D240
0.106932934	0.458569138	F6_D240	D240
0.127181838	0.598838178	F6_D240	D240
0.130972576	0.476216251	F6_D240	D240
0.170229791	0.418572192	F6_D240	D240
0.158452336	0.417422529	F6_D240	D240
0.15836833	0.488731675	F6_D240	D240
0.152885698	0.397454167	F6_D240	D240
0.101120403	0.427398576	F6_D240	D240
0.125804623	0.54905917	F6_D240	D240
0.124926253	0.525216383	F6_D240	D240
0.188796653	0.464187029	F6_D240	D240
0.134514356	0.457112152	F6_D240	D240
0.153905071	0.438087743	F6_D240	D240
0.152885698	0.397454167	F6_D240	D240
0.129888011	0.409516378	F6_D240	D240
0.163638788	0.574835533	F6_D240	D240
0.143408657	0.454558401	F6_D240	D240
0.14745212	0.392050466	F6_D240	D240
0.135423299	0.418215306	F6_D240	D240
0.106932934	0.458569138	F6_D240	D240
0.101120403	0.427398576	F6_D240	D240
0.129888011	0.409516378	F6_D240	D240
0.110408933	0.460428032	F6_D240	D240
0.150867875	0.515850556	F6_D240	D240
0.132447852	0.482442621	F6_D240	D240
0.110408933	0.460428032	F6_D240	D240
0.142009795	0.441345204	F6_D240	D240
0.127625114	0.379835693	F6_D240	D240
0.150867875	0.515850556	F6_D240	D240
0.142009795	0.441345204	F6_D240	D240
0.152299746	0.416643303	F6_D240	D240
0.132447852	0.482442621	F6_D240	D240
0.127625114	0.379835693	F6_D240	D240
0.152299746	0.416643303	F6_D240	D240
0.114631678	0.587594676	F6_D240	D240
0.166797137	0.417183218	F6_D240	D240
0.114631678	0.587594676	F6_D240	D240
0.148888383	0.474231741	F6_D240	D240
0.166797137	0.417183218	F6_D240	D240
0.148888383	0.474231741	F6_D240	D240
0.155966667	0.419772002	F6_D240	D240
0.155966667	0.419772002	F6_D240	D240
0.161464498	0.62802065	F6_D240	D240
0.134401912	0.435372643	F6_D240	D240
0.175563114	0.463804515	F6_D240	D240
0.153330152	0.472968087	F6_D240	D240
0.161464498	0.62802065	F6_D240	D240
0.14563158	0.608684432	F6_D240	D240
0.138299185	0.536599247	F6_D240	D240
0.136629011	0.51934538	F6_D240	D240
0.134401912	0.435372643	F6_D240	D240
0.14563158	0.608684432	F6_D240	D240
0.153720041	0.50210319	F6_D240	D240
0.120345295	0.504589936	F6_D240	D240
0.175563114	0.463804515	F6_D240	D240
0.138299185	0.536599247	F6_D240	D240
0.153720041	0.50210319	F6_D240	D240
0.131224596	0.399615114	F6_D240	D240
0.153330152	0.472968087	F6_D240	D240
0.136629011	0.51934538	F6_D240	D240
0.120345295	0.504589936	F6_D240	D240
0.131224596	0.399615114	F6_D240	D240
0.119518244	0.492772269	F6_D240	D240
0.128964876	0.546885098	F6_D240	D240
0.127932454	0.497949591	F6_D240	D240
0.119518244	0.492772269	F6_D240	D240
0.130025397	0.544132009	F6_D240	D240
0.12439265	0.451037292	F6_D240	D240
0.128964876	0.546885098	F6_D240	D240
0.130025397	0.544132009	F6_D240	D240
0.141166491	0.453781801	F6_D240	D240
0.127932454	0.497949591	F6_D240	D240
0.12439265	0.451037292	F6_D240	D240
0.141166491	0.453781801	F6_D240	D240
0.116857389	0.672650727	F6_D240	D240
0.118780864	0.383888454	F6_D240	D240
0.093640572	0.467014382	F6_D240	D240
0.143871585	0.454738828	F6_D240	D240
0.116857389	0.672650727	F6_D240	D240
0.123157888	0.698764521	F6_D240	D240
0.103034225	0.699326196	F6_D240	D240
0.137837535	0.707034884	F6_D240	D240
0.118780864	0.383888454	F6_D240	D240
0.123157888	0.698764521	F6_D240	D240
0.116036296	0.389871194	F6_D240	D240
0.165726317	0.40684796	F6_D240	D240
0.093640572	0.467014382	F6_D240	D240
0.103034225	0.699326196	F6_D240	D240
0.116036296	0.389871194	F6_D240	D240
0.097358059	0.480779249	F6_D240	D240
0.143871585	0.454738828	F6_D240	D240
0.137837535	0.707034884	F6_D240	D240
0.165726317	0.40684796	F6_D240	D240
0.097358059	0.480779249	F6_D240	D240
0.138601761	0.437489434	F6_D240	D240
0.126370288	0.526918562	F6_D240	D240
0.138393046	0.466956857	F6_D240	D240
0.133309558	0.606663441	F6_D240	D240
0.107235729	0.396070767	F6_D240	D240
0.168627386	0.478774644	F6_D240	D240
0.156535335	0.434804744	F6_D240	D240
0.145721943	0.492093733	F6_D240	D240
0.138601761	0.437489434	F6_D240	D240
0.182374614	0.484454172	F6_D240	D240
0.126666904	0.432086033	F6_D240	D240
0.143267985	0.462722452	F6_D240	D240
0.162488133	0.372554455	F6_D240	D240
0.152762352	0.395531192	F6_D240	D240
0.17492841	0.474012518	F6_D240	D240
0.126622749	0.393072607	F6_D240	D240
0.126370288	0.526918562	F6_D240	D240
0.182374614	0.484454172	F6_D240	D240
0.099799109	0.522106485	F6_D240	D240
0.112999854	0.516897201	F6_D240	D240
0.178489484	0.51539649	F6_D240	D240
0.161187456	0.433222587	F6_D240	D240
0.123026585	0.497407911	F6_D240	D240
0.115021364	0.492899316	F6_D240	D240
0.138393046	0.466956857	F6_D240	D240
0.126666904	0.432086033	F6_D240	D240
0.099799109	0.522106485	F6_D240	D240
0.124212907	0.49321985	F6_D240	D240
0.133417896	0.443894561	F6_D240	D240
0.128172746	0.483608912	F6_D240	D240
0.145662825	0.45139554	F6_D240	D240
0.166961035	0.448926809	F6_D240	D240
0.133309558	0.606663441	F6_D240	D240
0.143267985	0.462722452	F6_D240	D240
0.112999854	0.516897201	F6_D240	D240
0.124212907	0.49321985	F6_D240	D240
0.094835843	0.541130591	F6_D240	D240
0.130686569	0.463253299	F6_D240	D240
0.145241949	0.605910648	F6_D240	D240
0.142855322	0.532413962	F6_D240	D240
0.107235729	0.396070767	F6_D240	D240
0.162488133	0.372554455	F6_D240	D240
0.178489484	0.51539649	F6_D240	D240
0.133417896	0.443894561	F6_D240	D240
0.094835843	0.541130591	F6_D240	D240
0.133563844	0.389490634	F6_D240	D240
0.154502693	0.460669187	F6_D240	D240
0.10835563	0.474928785	F6_D240	D240
0.168627386	0.478774644	F6_D240	D240
0.152762352	0.395531192	F6_D240	D240
0.161187456	0.433222587	F6_D240	D240
0.128172746	0.483608912	F6_D240	D240
0.130686569	0.463253299	F6_D240	D240
0.133563844	0.389490634	F6_D240	D240
0.147782271	0.523265093	F6_D240	D240
0.140536256	0.465531591	F6_D240	D240
0.156535335	0.434804744	F6_D240	D240
0.17492841	0.474012518	F6_D240	D240
0.123026585	0.497407911	F6_D240	D240
0.145662825	0.45139554	F6_D240	D240
0.145241949	0.605910648	F6_D240	D240
0.154502693	0.460669187	F6_D240	D240
0.147782271	0.523265093	F6_D240	D240
0.139897878	0.441594683	F6_D240	D240
0.145721943	0.492093733	F6_D240	D240
0.126622749	0.393072607	F6_D240	D240
0.115021364	0.492899316	F6_D240	D240
0.166961035	0.448926809	F6_D240	D240
0.142855322	0.532413962	F6_D240	D240
0.10835563	0.474928785	F6_D240	D240
0.140536256	0.465531591	F6_D240	D240
0.139897878	0.441594683	F6_D240	D240
0.1414775	0.452514991	F6_D240	D240
0.162546269	0.449042282	F6_D240	D240
0.171843038	0.561617766	F6_D240	D240
0.16745813	0.493023076	F6_D240	D240
0.159965658	0.401255852	F6_D240	D240
0.1414775	0.452514991	F6_D240	D240
0.181892936	0.423238371	F6_D240	D240
0.153524314	0.515378069	F6_D240	D240
0.140742191	0.332883768	F6_D240	D240
0.15028643	0.362531398	F6_D240	D240
0.162546269	0.449042282	F6_D240	D240
0.181892936	0.423238371	F6_D240	D240
0.174462501	0.473606553	F6_D240	D240
0.122408756	0.470044836	F6_D240	D240
0.152723897	0.423710919	F6_D240	D240
0.171843038	0.561617766	F6_D240	D240
0.153524314	0.515378069	F6_D240	D240
0.174462501	0.473606553	F6_D240	D240
0.148588639	0.581987594	F6_D240	D240
0.158620442	0.567805269	F6_D240	D240
0.16745813	0.493023076	F6_D240	D240
0.140742191	0.332883768	F6_D240	D240
0.122408756	0.470044836	F6_D240	D240
0.148588639	0.581987594	F6_D240	D240
0.132178478	0.4107242	F6_D240	D240
0.159965658	0.401255852	F6_D240	D240
0.15028643	0.362531398	F6_D240	D240
0.152723897	0.423710919	F6_D240	D240
0.158620442	0.567805269	F6_D240	D240
0.132178478	0.4107242	F6_D240	D240
0.141844227	0.432727138	F6_D240	D240
0.141844227	0.432727138	F6_D240	D240
0.12894775	0.444657586	F6_D240	D240
0.12894775	0.444657586	F6_D240	D240
0.149741492	0.544480674	F6_D240	D240
0.156150604	0.446310161	F6_D240	D240
0.156420733	0.378620919	F6_D240	D240
0.122898677	0.556370625	F6_D240	D240
0.172622285	0.437306637	F6_D240	D240
0.149741492	0.544480674	F6_D240	D240
0.158814588	0.517656163	F6_D240	D240
0.131544755	0.566001145	F6_D240	D240
0.143649967	0.446920962	F6_D240	D240
0.145151996	0.564582631	F6_D240	D240
0.156150604	0.446310161	F6_D240	D240
0.158814588	0.517656163	F6_D240	D240
0.105009622	0.491077472	F6_D240	D240
0.107763852	0.543167614	F6_D240	D240
0.145028172	0.52071449	F6_D240	D240
0.156420733	0.378620919	F6_D240	D240
0.131544755	0.566001145	F6_D240	D240
0.105009622	0.491077472	F6_D240	D240
0.155080503	0.541724953	F6_D240	D240
0.116875121	0.432197658	F6_D240	D240
0.122898677	0.556370625	F6_D240	D240
0.143649967	0.446920962	F6_D240	D240
0.107763852	0.543167614	F6_D240	D240
0.155080503	0.541724953	F6_D240	D240
0.126809495	0.550757723	F6_D240	D240
0.172622285	0.437306637	F6_D240	D240
0.145151996	0.564582631	F6_D240	D240
0.145028172	0.52071449	F6_D240	D240
0.116875121	0.432197658	F6_D240	D240
0.126809495	0.550757723	F6_D240	D240
0.145822375	0.530634796	F6_D240	D240
0.136086467	0.459893065	F6_D240	D240
0.130158714	0.454071134	F6_D240	D240
0.135237353	0.574055857	F6_D240	D240
0.09516271	0.461987746	F6_D240	D240
0.120466577	0.488496317	F6_D240	D240
0.145822375	0.530634796	F6_D240	D240
